日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-11-10,'600084,中葡股份,7.08,7.17,7.0,7.11,7.11,-0.03,-0.4219,0.3802,4272200,30195442.0,7955985956.4,7955985956.4
2022-11-09,'600084,中葡股份,7.11,7.29,6.97,7.02,7.02,0.09,1.2821,0.6556,7366900,52633851.0,7989697761.3,7989697761.3
2022-11-08,'600084,中葡股份,7.02,7.06,6.82,6.83,6.86,0.16,2.3324,0.5719,6427072,44773003.0,7888562346.6,7888562346.6
2022-11-07,'600084,中葡股份,6.86,6.94,6.77,6.94,6.9,-0.04,-0.5797,0.3215,3612300,24724619.0,7708766053.8,7708766053.8
2022-11-04,'600084,中葡股份,6.9,7.0,6.84,6.87,6.89,0.01,0.1451,0.3986,4479501,31007751.0,7753715127.0,7753715127.0
2022-11-03,'600084,中葡股份,6.89,7.07,6.68,6.69,6.74,0.15,2.2255,0.4885,5489106,37532020.0,7742477858.7,7742477858.7
2022-11-02,'600084,中葡股份,6.74,6.79,6.66,6.68,6.71,0.03,0.4471,0.3007,3378598,22710994.0,7573918834.2,7573918834.2
2022-11-01,'600084,中葡股份,6.71,6.78,6.63,6.73,6.7,0.01,0.1493,0.3737,4199672,28113477.0,7540207029.3,7540207029.3
2022-10-31,'600084,中葡股份,6.7,6.73,6.61,6.67,6.68,0.02,0.2994,0.2338,2627600,17571407.0,7528969761.0,7528969761.0
2022-10-28,'600084,中葡股份,6.68,6.82,6.59,6.76,6.83,-0.15,-2.1962,0.414,4652147,31076160.0,7506495224.4,7506495224.4
2022-10-27,'600084,中葡股份,6.83,6.88,6.68,6.68,6.73,0.1,1.4859,0.2717,3053401,20710659.0,7675054248.9,7675054248.9
2022-10-26,'600084,中葡股份,6.73,6.78,6.66,6.78,6.72,0.01,0.1488,0.3139,3527500,23634235.0,7562681565.9,7562681565.9
2022-10-25,'600084,中葡股份,6.72,6.76,6.61,6.72,6.74,-0.02,-0.2967,0.2564,2880800,19257065.0,7551444297.6,7551444297.6
2022-10-24,'600084,中葡股份,6.74,6.91,6.66,6.91,6.87,-0.13,-1.8923,0.3696,4153800,27985251.0,7573918834.2,7573918834.2
2022-10-21,'600084,中葡股份,6.87,6.94,6.77,6.9,6.89,-0.02,-0.2903,0.295,3314900,22688527.0,7720003322.1,7720003322.1
2022-10-20,'600084,中葡股份,6.89,6.94,6.71,6.71,6.78,0.11,1.6224,0.3432,3856172,26392227.0,7742477858.7,7742477858.7
2022-10-19,'600084,中葡股份,6.78,6.86,6.6,6.66,6.68,0.1,1.497,0.4759,5347600,36070699.0,7618867907.4,7618867907.4
2022-10-18,'600084,中葡股份,6.68,6.75,6.59,6.68,6.68,0.0,0.0,0.2928,3290561,21972204.0,7506495224.4,7506495224.4
2022-10-17,'600084,中葡股份,6.68,6.73,6.59,6.68,6.67,0.01,0.1499,0.2832,3182500,21165511.0,7506495224.4,7506495224.4
2022-10-14,'600084,中葡股份,6.67,6.72,6.56,6.57,6.54,0.13,1.9878,0.3243,3644100,24236032.0,7495257956.1,7495257956.1
2022-10-13,'600084,中葡股份,6.54,6.62,6.36,6.44,6.46,0.08,1.2384,0.364,4090201,26667648.0,7349173468.2,7349173468.2
2022-10-12,'600084,中葡股份,6.46,6.5,6.22,6.34,6.31,0.15,2.3772,0.3469,3897700,24855369.0,7259275321.8,7259275321.8
2022-10-11,'600084,中葡股份,6.31,6.45,6.16,6.39,6.3,0.01,0.1587,0.285,3203000,20129056.0,7090716297.3,7090716297.3
2022-10-10,'600084,中葡股份,6.3,6.75,6.23,6.72,6.75,-0.45,-6.6667,0.4718,5301899,34380689.0,7079479029.0,7079479029.0
2022-09-30,'600084,中葡股份,6.75,6.78,6.53,6.68,6.72,0.03,0.4464,0.3963,4453369,29760379.0,7585156102.5,7585156102.5
2022-09-29,'600084,中葡股份,6.72,6.97,6.65,6.96,6.9,-0.18,-2.6087,0.5604,6297400,42609083.0,7551444297.6,7551444297.6
2022-09-28,'600084,中葡股份,6.9,7.1,6.88,7.07,7.02,-0.12,-1.7094,0.5195,5837900,40722569.0,7753715127.0,7753715127.0
2022-09-27,'600084,中葡股份,7.02,7.06,6.71,6.76,6.76,0.26,3.8462,0.5941,6676000,46099417.0,7888562346.6,7888562346.6
2022-09-26,'600084,中葡股份,6.76,6.98,6.65,6.87,6.9,-0.14,-2.029,0.5507,6188000,42221545.0,7596393370.8,7596393370.8
2022-09-23,'600084,中葡股份,6.9,7.1,6.83,7.0,7.06,-0.16,-2.2663,0.5475,6152800,42830161.0,7753715127.0,7753715127.0
2022-09-22,'600084,中葡股份,7.06,7.22,7.02,7.08,7.11,-0.05,-0.7032,0.4691,5271900,37478737.0,7933511419.8,7933511419.8
2022-09-21,'600084,中葡股份,7.11,7.17,6.88,7.11,7.15,-0.04,-0.5594,0.7655,8602600,60098295.0,7989697761.3,7989697761.3
2022-09-20,'600084,中葡股份,7.15,7.23,7.03,7.08,7.09,0.06,0.8463,0.6476,7276900,52029021.0,8034646834.5,8034646834.5
2022-09-19,'600084,中葡股份,7.09,7.38,7.09,7.28,7.3,-0.21,-2.8767,0.8184,9197000,66217028.0,7967223224.7,7967223224.7
2022-09-16,'600084,中葡股份,7.3,7.6,7.3,7.5,7.56,-0.26,-3.4392,0.8635,9702873,72127008.0,8203205859.0,8203205859.0
2022-09-15,'600084,中葡股份,7.56,7.82,7.44,7.71,7.76,-0.2,-2.5773,0.891,10012198,75739361.0,8495374834.8,8495374834.8
2022-09-14,'600084,中葡股份,7.76,7.85,7.63,7.68,7.84,-0.08,-1.0204,0.9485,10658700,82387479.0,8720120200.8,8720120200.8
2022-09-13,'600084,中葡股份,7.84,7.94,7.38,7.44,7.46,0.38,5.0938,1.404,15776605,122194212.0,8810018347.2,8810018347.2
2022-09-09,'600084,中葡股份,7.46,7.63,7.31,7.5,7.63,-0.17,-2.228,0.8864,9960801,74296230.0,8383002151.8,8383002151.8
2022-09-08,'600084,中葡股份,7.63,7.74,7.13,7.15,7.14,0.49,6.8627,1.793,20148669,150831110.0,8574035712.9,8574035712.9
2022-09-07,'600084,中葡股份,7.14,7.2,7.04,7.1,7.11,0.03,0.4219,0.4882,5486300,39020635.0,8023409566.2,8023409566.2
2022-09-06,'600084,中葡股份,7.11,7.16,7.01,7.04,7.04,0.07,0.9943,0.4749,5336400,37864229.0,7989697761.3,7989697761.3
2022-09-05,'600084,中葡股份,7.04,7.28,7.0,7.27,7.26,-0.22,-3.0303,0.8286,9311199,65844218.0,7911036883.2,7911036883.2
2022-09-02,'600084,中葡股份,7.26,7.28,6.99,7.11,7.05,0.21,2.9787,0.7881,8856599,63307024.0,8158256785.8,8158256785.8
2022-09-01,'600084,中葡股份,7.05,7.09,6.96,7.0,7.04,0.01,0.142,0.3679,4134500,28965750.0,7922274151.5,7922274151.5
2022-08-31,'600084,中葡股份,7.04,7.12,6.88,7.0,7.07,-0.03,-0.4243,0.7379,8292301,58133032.0,7911036883.2,7911036883.2
2022-08-30,'600084,中葡股份,7.07,7.26,6.87,7.21,7.25,-0.18,-2.4828,1.062,11933482,83898752.0,7944748688.1,7944748688.1
2022-08-29,'600084,中葡股份,7.25,7.25,7.0,7.04,7.11,0.14,1.9691,0.7473,8397649,60050991.0,8147019517.5,8147019517.5
2022-08-26,'600084,中葡股份,7.11,7.21,6.97,6.99,7.09,0.02,0.2821,0.7324,8230354,58444661.0,7989697761.3,7989697761.3
2022-08-25,'600084,中葡股份,7.09,7.21,6.97,6.98,7.0,0.09,1.2857,0.7606,8547510,60662426.0,7967223224.7,7967223224.7
2022-08-24,'600084,中葡股份,7.0,7.09,6.91,6.98,6.96,0.04,0.5747,0.5424,6095400,42504977.0,7866087810.0,7866087810.0
2022-08-23,'600084,中葡股份,6.96,7.21,6.92,7.09,7.05,-0.09,-1.2766,0.6047,6795000,47918859.0,7821138736.8,7821138736.8
2022-08-22,'600084,中葡股份,7.05,7.08,6.87,6.99,7.04,0.01,0.142,0.6108,6863863,47850875.0,7922274151.5,7922274151.5
2022-08-19,'600084,中葡股份,7.04,7.1,6.96,7.07,7.12,-0.08,-1.1236,0.5558,6246000,43883476.0,7911036883.2,7911036883.2
2022-08-18,'600084,中葡股份,7.12,7.19,7.07,7.09,7.12,0.0,0.0,0.3828,4302117,30595246.0,8000935029.6,8000935029.6
2022-08-17,'600084,中葡股份,7.12,7.24,7.06,7.15,7.11,0.01,0.1406,0.7163,8049000,57543674.0,8000935029.6,8000935029.6
2022-08-16,'600084,中葡股份,7.11,7.19,7.03,7.16,7.13,-0.02,-0.2805,0.6936,7794286,55507744.0,7989697761.3,7989697761.3
2022-08-15,'600084,中葡股份,7.13,7.2,7.05,7.14,7.2,-0.07,-0.9722,0.5893,6622000,47149771.0,8012172297.9,8012172297.9
2022-08-12,'600084,中葡股份,7.2,7.33,6.95,7.01,6.99,0.21,3.0043,1.3112,14734000,105597272.0,8090833176.0,8090833176.0
2022-08-11,'600084,中葡股份,6.99,7.45,6.92,7.45,7.49,-0.5,-6.6756,1.8799,21125000,149093198.0,7854850541.7,7854850541.7
