ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2022-11-10,'000596,¹Å¾®¹±¾Æ,216.9,219.1,212.12,213.17,215.1,1.8,0.8368,0.4426,1808528,390909920.32,1.1465334e+11,88625340000.0
2022-11-09,'000596,¹Å¾®¹±¾Æ,215.1,219.99,214.07,217.79,218.12,-3.02,-1.3846,0.3425,1399472,301763421.96,1.1370186e+11,87889860000.0
2022-11-08,'000596,¹Å¾®¹±¾Æ,218.12,222.93,216.1,220.2,222.31,-4.19,-1.8848,0.3593,1468053,321522274.65,1.15298232e+11,89123832000.0
2022-11-07,'000596,¹Å¾®¹±¾Æ,222.31,224.8,213.99,215.0,217.51,4.8,2.2068,0.6968,2847078,628274265.49,1.17513066e+11,90835866000.0
2022-11-04,'000596,¹Å¾®¹±¾Æ,217.51,222.4,205.05,205.93,207.93,9.58,4.6073,0.8487,3467787,752673810.62,1.14975786e+11,88874586000.0
2022-11-03,'000596,¹Å¾®¹±¾Æ,207.93,210.0,206.53,207.0,210.3,-2.37,-1.127,0.3206,1309946,272519719.52,1.09911798e+11,84960198000.0
2022-11-02,'000596,¹Å¾®¹±¾Æ,210.3,218.87,202.97,204.0,207.17,3.13,1.5108,0.9997,4084826,859954273.05,1.1116458e+11,85928580000.0
2022-11-01,'000596,¹Å¾®¹±¾Æ,207.17,208.03,196.29,199.0,197.06,10.11,5.1304,0.9745,3981713,809048756.45,1.09510062e+11,84649662000.0
2022-10-31,'000596,¹Å¾®¹±¾Æ,197.06,201.0,193.68,198.5,201.22,-4.16,-2.0674,0.7476,3054862,599909658.26,1.04165916e+11,80518716000.0
2022-10-28,'000596,¹Å¾®¹±¾Æ,201.22,206.05,198.17,202.5,202.61,-1.39,-0.686,0.8534,3486962,705628850.86,1.06364892e+11,82218492000.0
2022-10-27,'000596,¹Å¾®¹±¾Æ,202.61,212.64,201.41,211.0,212.04,-9.43,-4.4473,0.9508,3884973,797302834.22,1.07099646e+11,82786446000.0
2022-10-26,'000596,¹Å¾®¹±¾Æ,212.04,213.45,205.43,210.0,209.25,2.79,1.3333,0.5619,2295723,482538304.31,1.12084344e+11,86639544000.0
2022-10-25,'000596,¹Å¾®¹±¾Æ,209.25,213.0,206.01,207.01,210.5,-1.25,-0.5938,0.676,2762031,578550615.37,1.1060955e+11,85499550000.0
2022-10-24,'000596,¹Å¾®¹±¾Æ,210.5,219.5,205.18,219.5,221.5,-11.0,-4.9661,0.9259,3783129,793733974.05,1.112703e+11,86010300000.0
2022-10-21,'000596,¹Å¾®¹±¾Æ,221.5,225.0,220.66,223.9,226.43,-4.93,-2.1773,0.4793,1958606,435367136.13,1.170849e+11,90504900000.0
2022-10-20,'000596,¹Å¾®¹±¾Æ,226.43,226.66,213.6,216.0,218.0,8.43,3.867,0.8484,3466570,770682277.73,1.19690898e+11,92519298000.0
2022-10-19,'000596,¹Å¾®¹±¾Æ,218.0,223.99,216.28,222.01,224.05,-6.05,-2.7003,0.9945,4063428,888033814.34,1.152348e+11,89074800000.0
2022-10-18,'000596,¹Å¾®¹±¾Æ,224.05,231.54,220.5,227.0,230.45,-6.4,-2.7772,1.2767,5216604,1170346306.6,1.1843283e+11,91546830000.0
2022-10-17,'000596,¹Å¾®¹±¾Æ,230.45,245.01,228.51,245.01,253.9,-23.45,-9.2359,0.9468,3868814,888756284.66,1.2181587e+11,94161870000.0
2022-10-14,'000596,¹Å¾®¹±¾Æ,253.9,256.88,250.03,253.0,252.21,1.69,0.6701,0.4097,1673891,425898912.21,1.3421154e+11,1.0374354e+11
2022-10-13,'000596,¹Å¾®¹±¾Æ,252.21,258.66,251.52,252.95,253.26,-1.05,-0.4146,0.4471,1826888,463773002.23,1.33318206e+11,1.03053006e+11
