ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2022-08-23,'000729,Ñà¾©Æ¡¾Æ,8.66,8.84,8.6,8.76,8.83,-0.17,-1.9253,0.6699,16812119,145918621.7,24408550693.1,21733349616.2
2022-08-22,'000729,Ñà¾©Æ¡¾Æ,8.83,8.9,8.63,8.8,8.83,0.0,0.0,0.9823,24652627,216454327.62,24887702381.0,22159985809.6
2022-08-19,'000729,Ñà¾©Æ¡¾Æ,8.83,9.15,8.8,9.11,9.12,-0.29,-3.1798,0.9182,23044309,205959760.88,24887702381.0,22159985809.6
2022-08-18,'000729,Ñà¾©Æ¡¾Æ,9.12,9.32,9.0,9.03,9.07,0.05,0.5513,0.8917,22377666,204872446.23,25705078789.9,22887776963.0
2022-08-17,'000729,Ñà¾©Æ¡¾Æ,9.07,9.14,8.73,8.86,8.88,0.19,2.1396,0.8739,21930525,196207728.6,25564151822.9,22762295729.7
2022-08-16,'000729,Ñà¾©Æ¡¾Æ,8.88,9.23,8.79,8.93,8.85,0.03,0.339,1.1182,28063021,251121728.8,25028629348.1,22285467043.0
2022-08-15,'000729,Ñà¾©Æ¡¾Æ,8.85,8.96,8.42,8.53,8.47,0.38,4.4864,1.2516,31410655,274658632.58,24944073167.8,22210178303.0
2022-08-12,'000729,Ñà¾©Æ¡¾Æ,8.47,8.64,8.45,8.58,8.6,-0.13,-1.5116,0.8897,22328580,190345763.66,23873028218.3,21256520929.5
2022-08-11,'000729,Ñà¾©Æ¡¾Æ,8.6,8.67,8.18,8.19,8.16,0.44,5.3922,1.4251,35765215,303208159.31,24239438332.6,21582772136.2
2022-08-10,'000729,Ñà¾©Æ¡¾Æ,8.16,8.53,8.11,8.32,8.27,-0.11,-1.3301,1.0342,25954227,215258167.91,22999281022.6,20478537282.7
2022-08-09,'000729,Ñà¾©Æ¡¾Æ,8.27,8.31,8.0,8.07,8.08,0.19,2.3515,0.8583,21540787,176310150.67,23309320350.1,20754595996.1
2022-08-08,'000729,Ñà¾©Æ¡¾Æ,8.08,8.2,8.0,8.11,8.16,-0.08,-0.9804,0.6576,16502580,133523907.78,22773797875.3,20277767309.4
2022-08-05,'000729,Ñà¾©Æ¡¾Æ,8.16,8.34,7.99,8.3,8.23,-0.07,-0.8505,0.8492,21312202,172857939.24,22999281022.6,20478537282.7
2022-08-04,'000729,Ñà¾©Æ¡¾Æ,8.23,8.27,7.98,8.1,8.04,0.19,2.3632,0.6481,16265461,132541100.72,23196578776.4,20654211009.4
2022-08-03,'000729,Ñà¾©Æ¡¾Æ,8.04,8.42,8.03,8.25,8.27,-0.23,-2.7811,0.9887,24811707,202685504.33,22661056301.6,20177382322.7
2022-08-02,'000729,Ñà¾©Æ¡¾Æ,8.27,8.53,8.11,8.4,8.59,-0.32,-3.7253,1.2066,30280646,252358662.62,23309320350.1,20754595996.1
2022-08-01,'000729,Ñà¾©Æ¡¾Æ,8.59,8.69,8.25,8.29,8.29,0.3,3.6188,1.4516,36430194,312147770.74,24211252939.2,21557675889.5
2022-07-29,'000729,Ñà¾©Æ¡¾Æ,8.29,8.5,8.25,8.4,8.48,-0.19,-2.2406,0.8656,21724217,181671077.87,23365691136.9,20804788489.4
2022-07-28,'000729,Ñà¾©Æ¡¾Æ,8.48,8.65,8.45,8.56,8.57,-0.09,-1.0502,0.5702,14310497,122206952.28,23901213611.7,21281617176.2
2022-07-27,'000729,Ñà¾©Æ¡¾Æ,8.57,8.89,8.55,8.89,8.8,-0.23,-2.6136,0.6938,17412483,151268688.61,24154882152.4,21507483396.2
2022-07-26,'000729,Ñà¾©Æ¡¾Æ,8.8,8.99,8.67,8.7,8.71,0.09,1.0333,1.0344,25959830,230023670.89,24803146200.8,22084697069.6
2022-07-25,'000729,Ñà¾©Æ¡¾Æ,8.71,8.79,8.38,8.5,8.5,0.21,2.4706,0.7979,20023510,173292026.35,24549477660.1,21858830849.6
2022-07-22,'000729,Ñà¾©Æ¡¾Æ,8.5,8.7,8.42,8.56,8.57,-0.07,-0.8168,0.5805,14568718,124540866.33,23957584398.5,21331809669.5
2022-07-21,'000729,Ñà¾©Æ¡¾Æ,8.57,8.78,8.55,8.75,8.75,-0.18,-2.0571,0.5754,14440299,124882795.43,24154882152.4,21507483396.2
2022-07-20,'000729,Ñà¾©Æ¡¾Æ,8.75,8.82,8.63,8.72,8.62,0.13,1.5081,0.7112,17849644,155866891.68,24662219233.8,21959215836.2
2022-07-19,'000729,Ñà¾©Æ¡¾Æ,8.62,8.76,8.42,8.73,8.74,-0.12,-1.373,1.1139,27954172,239605496.76,24295809119.4,21632964629.5
2022-07-18,'000729,Ñà¾©Æ¡¾Æ,8.74,8.82,8.45,8.69,8.61,0.13,1.5099,0.8802,22088676,191549888.59,24634033840.3,21934119589.6
2022-07-15,'000729,Ñà¾©Æ¡¾Æ,8.61,8.86,8.6,8.76,8.81,-0.2,-2.2701,1.2111,30393558,265197808.84,24267623726.0,21607868382.9
2022-07-14,'000729,Ñà¾©Æ¡¾Æ,8.81,8.98,8.72,8.98,8.92,-0.11,-1.2332,0.949,23816247,210730332.42,24831331594.2,22109793316.3
2022-07-13,'000729,Ñà¾©Æ¡¾Æ,8.96,9.17,8.88,8.92,8.96,0.0,0.0,0.6321,15862695,143367108.14,25254112495.4,22486237016.3
2022-07-12,'000729,Ñà¾©Æ¡¾Æ,8.96,9.18,8.92,9.08,9.13,-0.17,-1.862,0.704,17668655,159884328.0,25254112495.4,22486237016.3
2022-07-11,'000729,Ñà¾©Æ¡¾Æ,9.13,9.26,9.0,9.2,9.32,-0.19,-2.0386,0.7832,19655726,178758473.6,25733264183.3,22912873209.7
2022-07-08,'000729,Ñà¾©Æ¡¾Æ,9.32,9.45,9.24,9.26,9.26,0.06,0.6479,0.6235,15648246,146352771.55,26268786658.1,23389701896.4
2022-07-07,'000729,Ñà¾©Æ¡¾Æ,9.26,9.45,9.04,9.3,9.25,0.01,0.1081,0.8433,21164090,195899544.99,26099674297.7,23239124416.4
2022-07-06,'000729,Ñà¾©Æ¡¾Æ,9.25,9.5,9.11,9.43,9.55,-0.3,-3.1414,1.401,35159261,326089269.6,26071488904.2,23214028169.8
2022-07-05,'000729,Ñà¾©Æ¡¾Æ,9.55,9.8,9.4,9.42,9.43,0.12,1.2725,1.4032,35214427,337376817.63,26917050706.5,23966915569.8
2022-07-04,'000729,Ñà¾©Æ¡¾Æ,9.43,9.52,9.27,9.34,9.46,-0.03,-0.3171,1.0803,27110785,254445736.22,26578825985.6,23665760609.8
2022-07-01,'000729,Ñà¾©Æ¡¾Æ,9.46,9.62,9.23,9.6,9.66,-0.2,-2.0704,1.2214,30652588,289265428.27,26663382165.9,23741049349.8
2022-06-30,'000729,Ñà¾©Æ¡¾Æ,9.66,10.06,9.24,9.26,9.23,0.43,4.6587,2.1178,53149262,517019675.4,27227090034.1,24242974283.2
2022-06-29,'000729,Ñà¾©Æ¡¾Æ,9.23,9.47,9.13,9.22,9.22,0.01,0.1085,1.185,29738805,275812864.08,26015118117.4,23163835676.4
2022-06-28,'000729,Ñà¾©Æ¡¾Æ,9.22,9.23,9.0,9.2,9.18,0.04,0.4357,0.7278,18264161,167213326.21,25986932724.0,23138739429.7
2022-06-27,'000729,Ñà¾©Æ¡¾Æ,9.18,9.37,9.1,9.12,9.13,0.05,0.5476,1.0139,25445040,234956314.59,25874191150.4,23038354443.1
2022-06-24,'000729,Ñà¾©Æ¡¾Æ,9.13,9.26,9.0,9.09,9.14,-0.01,-0.1094,0.7687,19290896,176107987.83,25733264183.3,22912873209.7
2022-06-23,'000729,Ñà¾©Æ¡¾Æ,9.14,9.2,8.79,8.85,8.88,0.26,2.9279,1.101,27631822,248502414.74,25761449576.7,22937969456.4
2022-06-22,'000729,Ñà¾©Æ¡¾Æ,8.88,9.12,8.83,9.11,9.11,-0.23,-2.5247,1.2475,31306581,279870049.5,25028629348.1,22285467043.0
2022-06-21,'000729,Ñà¾©Æ¡¾Æ,9.11,9.31,9.01,9.17,9.23,-0.12,-1.3001,1.122,28158950,257298463.55,25676893396.5,22862680716.4
2022-06-20,'000729,Ñà¾©Æ¡¾Æ,9.23,9.39,8.96,9.19,9.19,0.04,0.4353,1.7503,43925524,403785169.05,26015118117.4,23163835676.4
2022-06-17,'000729,Ñà¾©Æ¡¾Æ,9.19,9.31,8.44,8.45,8.54,0.65,7.6112,2.0351,51074202,459109289.79,25902376543.8,23063450689.7
2022-06-16,'000729,Ñà¾©Æ¡¾Æ,8.54,8.73,8.46,8.64,8.59,-0.05,-0.5821,1.0741,26956232,231094462.03,24070325972.1,21432194656.2
2022-06-15,'000729,Ñà¾©Æ¡¾Æ,8.59,8.82,8.4,8.45,8.5,0.09,1.0588,2.139,53680283,464751258.68,24211252939.2,21557675889.5
2022-06-14,'000729,Ñà¾©Æ¡¾Æ,8.5,8.54,7.93,7.93,8.02,0.48,5.985,2.6568,66675401,556896002.6,23957584398.5,21331809669.5
2022-06-13,'000729,Ñà¾©Æ¡¾Æ,8.02,8.02,7.72,7.78,7.83,0.19,2.4266,1.3213,33160052,262916093.17,22604685514.8,20127189829.3
2022-06-10,'000729,Ñà¾©Æ¡¾Æ,7.83,7.88,7.7,7.77,7.78,0.05,0.6427,0.8084,20287711,158250547.97,22069163040.0,19650361142.6
2022-06-09,'000729,Ñà¾©Æ¡¾Æ,7.78,8.02,7.74,7.95,8.03,-0.25,-3.1133,1.094,27455858,215439159.28,21928236073.0,19524879909.3
2022-06-08,'000729,Ñà¾©Æ¡¾Æ,8.03,8.16,7.88,7.99,8.06,-0.03,-0.3722,1.4723,36948828,295804606.5,22632870908.2,20152286076.0
2022-06-07,'000729,Ñà¾©Æ¡¾Æ,8.06,8.21,7.74,7.81,7.87,0.19,2.4142,2.3315,58511957,470312368.05,22717427088.5,20227574816.0
2022-06-06,'000729,Ñà¾©Æ¡¾Æ,7.87,7.9,7.52,7.55,7.59,0.28,3.6891,1.5089,37868598,293450158.96,22181904613.7,19750746129.3
2022-06-02,'000729,Ñà¾©Æ¡¾Æ,7.59,7.65,7.46,7.5,7.53,0.06,0.7968,1.1306,28374051,214589103.96,21392713598.2,19048051222.5
2022-06-01,'000729,Ñà¾©Æ¡¾Æ,7.53,7.68,7.36,7.44,7.43,0.1,1.3459,1.43,35888570,270640671.61,21223601237.7,18897473742.5
2022-05-31,'000729,Ñà¾©Æ¡¾Æ,7.43,7.45,7.12,7.15,7.22,0.21,2.9086,1.8669,46853212,343988056.84,20941747303.6,18646511275.8
2022-05-30,'000729,Ñà¾©Æ¡¾Æ,7.22,7.43,7.0,7.05,6.89,0.33,4.7896,1.8573,46611128,337305299.17,20349854042.0,18119490095.7
2022-05-27,'000729,Ñà¾©Æ¡¾Æ,6.89,6.97,6.83,6.93,6.93,-0.04,-0.5772,0.6613,16596489,114731453.64,19419736059.5,17291313955.6
2022-05-26,'000729,Ñà¾©Æ¡¾Æ,6.93,6.99,6.8,6.92,6.87,0.06,0.8734,0.6117,15351227,105932042.67,19532477633.1,17391698942.3
2022-05-25,'000729,Ñà¾©Æ¡¾Æ,6.87,6.89,6.78,6.8,6.79,0.08,1.1782,0.5436,13643128,93348072.84,19363365272.7,17241121462.3
2022-05-24,'000729,Ñà¾©Æ¡¾Æ,6.79,7.11,6.77,7.08,7.11,-0.32,-4.5007,1.0734,26938691,185723577.56,19137882125.4,17040351488.9
2022-05-23,'000729,Ñà¾©Æ¡¾Æ,7.11,7.18,7.0,7.05,7.05,0.06,0.8511,0.8726,21898872,155418261.11,20039814714.5,17843431382.4
2022-05-20,'000729,Ñà¾©Æ¡¾Æ,7.05,7.12,6.89,6.89,6.89,0.16,2.3222,1.0396,26088916,183529578.76,19870702354.0,17692853902.3
2022-05-19,'000729,Ñà¾©Æ¡¾Æ,6.89,7.08,6.64,6.68,6.73,0.16,2.3774,1.5549,39021886,270033255.64,19419736059.5,17291313955.6
2022-05-18,'000729,Ñà¾©Æ¡¾Æ,6.73,6.77,6.68,6.77,6.79,-0.06,-0.8837,0.59,14807384,99649430.64,18968769764.9,16889774008.9
2022-05-17,'000729,Ñà¾©Æ¡¾Æ,6.79,6.79,6.6,6.71,6.74,0.05,0.7418,0.8197,20570909,137963101.28,19137882125.4,17040351488.9
2022-05-16,'000729,Ñà¾©Æ¡¾Æ,6.74,6.76,6.63,6.66,6.66,0.08,1.2012,0.8347,20947480,140429312.6,18996955158.3,16914870255.6
2022-05-13,'000729,Ñà¾©Æ¡¾Æ,6.66,6.78,6.59,6.68,6.63,0.03,0.4525,0.7843,19682556,131071588.1,18771472011.1,16714100282.2
2022-05-12,'000729,Ñà¾©Æ¡¾Æ,6.63,6.75,6.5,6.57,6.59,0.04,0.607,0.9262,23243287,154230847.81,18686915830.8,16638811542.2
2022-05-11,'000729,Ñà¾©Æ¡¾Æ,6.59,6.76,6.54,6.6,6.58,0.01,0.152,1.2762,32028685,213519388.14,18574174257.2,16538426555.5
2022-05-10,'000729,Ñà¾©Æ¡¾Æ,6.58,6.62,6.37,6.5,6.6,-0.02,-0.303,1.1459,28758913,186354041.18,18545988863.8,16513330308.9
2022-05-09,'000729,Ñà¾©Æ¡¾Æ,6.6,6.72,6.52,6.66,6.65,-0.05,-0.7519,0.7031,17645548,116438842.81,18602359650.6,16563522802.2
2022-05-06,'000729,Ñà¾©Æ¡¾Æ,6.65,6.87,6.62,6.8,6.93,-0.28,-4.0404,0.8381,21033039,141094575.24,18743286617.7,16689004035.5
2022-05-05,'000729,Ñà¾©Æ¡¾Æ,6.93,7.07,6.8,6.85,6.86,0.07,1.0204,0.9628,24162975,167462931.84,19532477633.1,17391698942.3
2022-04-29,'000729,Ñà¾©Æ¡¾Æ,6.86,6.92,6.48,6.5,6.47,0.39,6.0278,1.3685,34343587,231716946.07,19335179879.3,17216025215.6
2022-04-28,'000729,Ñà¾©Æ¡¾Æ,6.47,6.8,6.38,6.59,6.59,-0.12,-1.8209,1.2885,32336569,212806675.48,18235949536.3,16237271595.5
2022-04-27,'000729,Ñà¾©Æ¡¾Æ,6.59,6.59,6.24,6.46,6.52,0.07,1.0736,1.075,26979011,173217087.84,18574174257.2,16538426555.5
2022-04-26,'000729,Ñà¾©Æ¡¾Æ,6.52,6.79,6.47,6.67,6.67,-0.15,-2.2489,1.0744,26964579,178528089.46,18376876503.3,16362752828.8
2022-04-25,'000729,Ñà¾©Æ¡¾Æ,6.67,7.09,6.67,7.06,7.17,-0.5,-6.9735,1.2366,31034589,212345633.32,18799657404.5,16739196528.9
2022-04-22,'000729,Ñà¾©Æ¡¾Æ,7.17,7.27,6.92,7.1,7.17,0.0,0.0,0.837,21004493,149183131.34,20208927075.0,17994008862.4
2022-04-21,'000729,Ñà¾©Æ¡¾Æ,7.17,7.4,7.11,7.33,7.35,-0.18,-2.449,1.0003,25103343,181949068.88,20208927075.0,17994008862.4
2022-04-20,'000729,Ñà¾©Æ¡¾Æ,7.35,7.53,7.27,7.36,7.34,0.01,0.1362,1.3237,33218737,245973154.22,20716264156.3,18445741302.5
2022-04-19,'000729,Ñà¾©Æ¡¾Æ,7.34,7.39,7.24,7.28,7.28,0.06,0.8242,0.773,19400012,142012043.82,20688078762.9,18420645055.8
2022-04-18,'000729,Ñà¾©Æ¡¾Æ,7.28,7.37,7.2,7.29,7.34,-0.06,-0.8174,0.6061,15211048,110703603.12,20518966402.5,18270067575.8
2022-04-15,'000729,Ñà¾©Æ¡¾Æ,7.34,7.39,7.21,7.32,7.31,0.03,0.4104,0.8877,22278063,162890020.16,20688078762.9,18420645055.8
2022-04-14,'000729,Ñà¾©Æ¡¾Æ,7.31,7.4,7.14,7.17,7.15,0.16,2.2378,0.9771,24522348,179043768.32,20603522582.7,18345356315.8
2022-04-13,'000729,Ñà¾©Æ¡¾Æ,7.15,7.28,7.06,7.18,7.24,-0.09,-1.2431,0.9934,24929619,179072430.2,20152556288.2,17943816369.0
2022-04-12,'000729,Ñà¾©Æ¡¾Æ,7.24,7.26,6.79,6.88,6.86,0.38,5.5394,1.2513,31403601,219793463.53,20406224828.8,18169682589.1
2022-04-11,'000729,Ñà¾©Æ¡¾Æ,6.86,7.21,6.8,7.12,7.15,-0.29,-4.0559,1.8538,46523655,323133380.02,19335179879.3,17216025215.6
2022-04-08,'000729,Ñà¾©Æ¡¾Æ,7.15,7.29,7.13,7.28,7.26,-0.11,-1.5152,0.8123,20385079,146477878.22,20152556288.2,17943816369.0
2022-04-07,'000729,Ñà¾©Æ¡¾Æ,7.26,7.49,7.26,7.36,7.42,-0.16,-2.1563,0.7212,18098431,132971344.78,20462595615.7,18219875082.4
2022-04-06,'000729,Ñà¾©Æ¡¾Æ,7.42,7.46,7.25,7.26,7.36,0.06,0.8152,0.7342,18425864,135861384.57,20913561910.2,18621415029.1
2022-04-01,'000729,Ñà¾©Æ¡¾Æ,7.36,7.37,7.17,7.22,7.27,0.09,1.238,0.7635,19161600,139966493.73,20744449549.8,18470837549.1
2022-03-31,'000729,Ñà¾©Æ¡¾Æ,7.27,7.36,7.19,7.22,7.26,0.01,0.1377,0.6218,15603678,113431674.99,20490781009.1,18244971329.1
2022-03-30,'000729,Ñà¾©Æ¡¾Æ,7.26,7.27,7.03,7.05,7.03,0.23,3.2717,0.7116,17859700,127732732.1,20462595615.7,18219875082.4
2022-03-29,'000729,Ñà¾©Æ¡¾Æ,7.03,7.13,7.02,7.11,7.09,-0.06,-0.8463,0.4402,11048600,77914783.0,19814331567.2,17642661409.0
2022-03-28,'000729,Ñà¾©Æ¡¾Æ,7.09,7.13,6.88,7.0,7.09,0.0,0.0,0.7078,17762347,124231618.61,19983443927.7,17793238889.0
2022-03-25,'000729,Ñà¾©Æ¡¾Æ,7.09,7.31,7.06,7.28,7.27,-0.18,-2.4759,0.7193,18051462,129330416.68,19983443927.7,17793238889.0
2022-03-24,'000729,Ñà¾©Æ¡¾Æ,7.27,7.32,7.18,7.3,7.31,-0.04,-0.5472,0.4362,10946200,79655701.61,20490781009.1,18244971329.1
2022-03-23,'000729,Ñà¾©Æ¡¾Æ,7.31,7.34,7.2,7.24,7.22,0.09,1.2465,0.5347,13419445,97634120.95,20603522582.7,18345356315.8
