ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2022-04-27,'600600,ÇàµºÆ¡¾Æ,83.69,84.1,80.75,82.0,82.57,1.12,1.3564,1.0183,7086534,586015839.0,1.14182852626e+11,58241010606.7
2022-04-26,'600600,ÇàµºÆ¡¾Æ,82.57,84.4,81.52,81.61,81.4,1.17,1.4373,1.1087,7715483,639837980.0,1.12654775258e+11,57461587355.7
2022-04-25,'600600,ÇàµºÆ¡¾Æ,81.4,84.26,79.99,82.8,84.68,-3.28,-3.8734,1.1978,8335393,683487120.0,1.1105848015e+11,56647368423.8
2022-04-22,'600600,ÇàµºÆ¡¾Æ,84.68,84.95,82.1,83.28,83.98,0.7,0.8335,0.6946,4833658,406464057.0,1.15533563871e+11,58929965087.6
2022-04-21,'600600,ÇàµºÆ¡¾Æ,83.98,85.9,82.98,85.06,85.78,-1.8,-2.0984,0.8637,6010566,506054804.0,1.14578515516e+11,58442825555.7
2022-04-20,'600600,ÇàµºÆ¡¾Æ,85.78,88.0,82.5,84.0,84.55,1.23,1.4548,1.213,8441202,722166076.0,1.17034354144e+11,59695470066.3
2022-04-19,'600600,ÇàµºÆ¡¾Æ,84.55,85.95,83.81,84.54,84.44,0.11,0.1303,0.6573,4574458,385855722.0,1.15356197748e+11,58839496317.3
2022-04-18,'600600,ÇàµºÆ¡¾Æ,84.44,84.72,82.0,83.3,84.07,0.37,0.4401,0.7819,5441438,455156845.0,1.15206118721e+11,58762945819.5
2022-04-15,'600600,ÇàµºÆ¡¾Æ,84.07,86.3,83.01,83.49,84.93,-0.86,-1.0126,1.1769,8190196,692673556.0,1.14701307448e+11,58505457781.2
2022-04-14,'600600,ÇàµºÆ¡¾Æ,84.93,86.36,82.3,82.3,81.78,3.15,3.8518,1.7767,12364439,1051743238.0,1.15874652569e+11,59103943491.8
2022-04-13,'600600,ÇàµºÆ¡¾Æ,81.78,83.68,77.75,79.3,80.68,1.1,1.3634,2.3066,16052089,1307382616.0,1.11576934972e+11,56911815598.3
2022-04-12,'600600,ÇàµºÆ¡¾Æ,80.68,81.03,73.21,73.6,73.66,7.02,9.5303,1.9,13222272,1024204707.0,1.10076144699e+11,56146310619.6
2022-04-11,'600600,ÇàµºÆ¡¾Æ,73.66,77.31,73.0,77.29,77.8,-4.14,-5.3213,1.4297,9949659,737151696.0,1.00498374052e+11,51260997028.2
2022-04-08,'600600,ÇàµºÆ¡¾Æ,77.8,79.1,77.26,78.26,78.71,-0.91,-1.1561,0.6701,4663127,363188363.0,1.06146802895e+11,54142079402.6
2022-04-07,'600600,ÇàµºÆ¡¾Æ,78.71,80.95,78.3,80.01,79.73,-1.02,-1.2793,0.8271,5755933,456474571.0,1.07388365757e+11,54775360794.1
2022-04-06,'600600,ÇàµºÆ¡¾Æ,79.73,80.9,79.13,80.9,81.7,-1.97,-2.4113,1.2084,8409432,670730144.0,1.08780007646e+11,55485192683.4
2022-04-01,'600600,ÇàµºÆ¡¾Æ,81.7,82.4,78.06,78.37,79.01,2.69,3.4046,1.4438,10047416,816398881.0,1.11467786588e+11,56856142508.9
2022-03-31,'600600,ÇàµºÆ¡¾Æ,79.01,79.7,78.2,78.93,79.58,-0.57,-0.7163,0.7336,5105145,402574739.0,1.07797672195e+11,54984134879.2
2022-03-30,'600600,ÇàµºÆ¡¾Æ,79.58,80.36,76.7,76.8,76.4,3.18,4.1623,1.665,11586682,910133876.0,1.08575354427e+11,55380805640.9
2022-03-29,'600600,ÇàµºÆ¡¾Æ,76.4,79.23,76.05,78.35,78.0,-1.6,-2.0513,1.117,7773330,599063605.0,1.04236706185e+11,53167800338.8
