日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-11-10,'000752,*ST西发,3.77,3.81,3.69,3.7,3.72,0.05,1.3441,0.6731,1775227,6648313.98,994369511.07,994369511.07
2022-11-09,'000752,*ST西发,3.72,3.8,3.71,3.79,3.72,0.0,0.0,0.4819,1271100,4744980.0,981181586.52,981181586.52
2022-11-08,'000752,*ST西发,3.72,3.75,3.66,3.69,3.71,0.01,0.2695,0.453,1194780,4416676.15,981181586.52,981181586.52
2022-11-07,'000752,*ST西发,3.71,3.77,3.59,3.59,3.59,0.12,3.3426,0.9368,2470901,9126775.63,978544001.61,978544001.61
2022-11-04,'000752,*ST西发,3.59,3.61,3.43,3.43,3.45,0.14,4.058,1.1359,2996076,10587890.48,946892982.69,946892982.69
2022-11-03,'000752,*ST西发,3.45,3.53,3.44,3.53,3.53,-0.08,-2.2663,0.8466,2232900,7739645.0,909966793.95,909966793.95
2022-11-02,'000752,*ST西发,3.53,3.57,3.46,3.5,3.5,0.03,0.8571,0.6274,1654926,5815209.26,931067473.23,931067473.23
2022-11-01,'000752,*ST西发,3.5,3.53,3.42,3.43,3.44,0.06,1.7442,0.4374,1153600,4005830.5,923154718.5,923154718.5
2022-10-31,'000752,*ST西发,3.44,3.5,3.4,3.46,3.5,-0.06,-1.7143,0.3312,873700,3015584.0,907329209.04,907329209.04
2022-10-28,'000752,*ST西发,3.5,3.67,3.49,3.63,3.67,-0.17,-4.6322,0.6415,1691900,5986053.0,923154718.5,923154718.5
2022-10-27,'000752,*ST西发,3.67,3.73,3.56,3.56,3.55,0.12,3.3803,0.5408,1426500,5216503.0,967993661.97,967993661.97
2022-10-26,'000752,*ST西发,3.55,3.62,3.5,3.54,3.54,0.01,0.2825,0.4236,1117300,3990897.0,936342643.05,936342643.05
2022-10-25,'000752,*ST西发,3.54,3.61,3.48,3.61,3.54,0.0,0.0,0.3501,923501,3266466.48,933705058.14,933705058.14
2022-10-24,'000752,*ST西发,3.54,3.67,3.51,3.67,3.66,-0.12,-3.2787,0.5549,1463502,5214567.05,933705058.14,933705058.14
2022-10-21,'000752,*ST西发,3.66,3.72,3.63,3.65,3.66,0.0,0.0,0.4127,1088425,3993770.25,965356077.06,965356077.06
2022-10-20,'000752,*ST西发,3.66,3.75,3.64,3.74,3.76,-0.1,-2.6596,0.3321,875900,3242066.0,965356077.06,965356077.06
2022-10-19,'000752,*ST西发,3.76,3.83,3.69,3.73,3.74,0.02,0.5348,0.5678,1497500,5621047.99,991731926.16,991731926.16
2022-10-18,'000752,*ST西发,3.74,3.78,3.67,3.74,3.74,0.0,0.0,0.3753,990000,3700273.0,986456756.34,986456756.34
2022-10-17,'000752,*ST西发,3.74,3.82,3.61,3.64,3.64,0.1,2.7473,0.6606,1742300,6531952.0,986456756.34,986456756.34
2022-10-14,'000752,*ST西发,3.64,3.67,3.55,3.56,3.55,0.09,2.5352,0.5318,1402601,5067530.62,960080907.24,960080907.24
2022-10-13,'000752,*ST西发,3.55,3.59,3.47,3.48,3.51,0.04,1.1396,0.487,1284601,4548084.51,936342643.05,936342643.05
2022-10-12,'000752,*ST西发,3.51,3.54,3.38,3.39,3.41,0.1,2.9326,0.7394,1950100,6771018.0,925792303.41,925792303.41
