日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-11-10,'600543,莫高股份,5.66,5.68,5.51,5.56,5.58,0.08,1.4337,1.2935,4153691,23374563.0,1817539200.0,1817539200.0
2022-11-09,'600543,莫高股份,5.58,5.6,5.51,5.54,5.55,0.03,0.5405,0.9464,3038938,16917658.0,1791849600.0,1791849600.0
2022-11-08,'600543,莫高股份,5.55,5.58,5.48,5.58,5.55,0.0,0.0,1.0204,3276645,18137870.0,1782216000.0,1782216000.0
2022-11-07,'600543,莫高股份,5.55,5.57,5.38,5.41,5.43,0.12,2.2099,1.5222,4888120,26951230.0,1782216000.0,1782216000.0
2022-11-04,'600543,莫高股份,5.43,5.47,5.34,5.42,5.36,0.07,1.306,1.2654,4063532,22023573.0,1743681600.0,1743681600.0
2022-11-03,'600543,莫高股份,5.36,5.38,5.26,5.27,5.32,0.04,0.7519,1.0394,3337650,17759162.0,1721203200.0,1721203200.0
2022-11-02,'600543,莫高股份,5.32,5.37,5.25,5.36,5.3,0.02,0.3774,1.3046,4189401,22268156.0,1708358400.0,1708358400.0
2022-11-01,'600543,莫高股份,5.3,5.31,5.11,5.11,5.09,0.21,4.1257,1.2858,4128826,21607284.0,1701936000.0,1701936000.0
2022-10-31,'600543,莫高股份,5.09,5.17,5.02,5.03,5.09,0.0,0.0,0.7731,2482500,12672530.0,1634500800.0,1634500800.0
2022-10-28,'600543,莫高股份,5.09,5.33,5.08,5.33,5.32,-0.23,-4.3233,1.0814,3472527,17945020.0,1634500800.0,1634500800.0
2022-10-27,'600543,莫高股份,5.32,5.43,5.28,5.43,5.35,-0.03,-0.5607,1.1011,3535900,18866695.0,1708358400.0,1708358400.0
2022-10-26,'600543,莫高股份,5.35,5.36,5.2,5.21,5.19,0.16,3.0829,1.521,4884116,25877080.0,1717992000.0,1717992000.0
2022-10-25,'600543,莫高股份,5.19,5.24,5.0,5.12,5.13,0.06,1.1696,1.7099,5490800,28130986.0,1666612800.0,1666612800.0
2022-10-24,'600543,莫高股份,5.13,5.36,5.1,5.35,5.36,-0.23,-4.291,1.4357,4610400,24121590.0,1647345600.0,1647345600.0
2022-10-21,'600543,莫高股份,5.36,5.41,5.32,5.35,5.37,-0.01,-0.1862,0.9802,3147701,16847722.0,1721203200.0,1721203200.0
2022-10-20,'600543,莫高股份,5.37,5.44,5.33,5.35,5.35,0.02,0.3738,1.0588,3400029,18270060.0,1724414400.0,1724414400.0
2022-10-19,'600543,莫高股份,5.35,5.44,5.33,5.42,5.45,-0.1,-1.8349,0.8438,2709700,14577834.0,1717992000.0,1717992000.0
