»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2022-10-10,'002461,÷ÈΩ≠∆°æ∆,7.29,7.6,7.26,7.57,7.57,-0.28,-3.6988,0.3591,7948282,59024677.88,16135164619.2,16135164619.2
2022-09-30,'002461,÷ÈΩ≠∆°æ∆,7.57,7.69,7.54,7.6,7.62,-0.05,-0.6562,0.3168,7012866,53418281.62,16754896593.6,16754896593.6
2022-09-29,'002461,÷ÈΩ≠∆°æ∆,7.62,7.73,7.56,7.65,7.64,-0.02,-0.2618,0.4268,9447587,72142732.05,16865563017.6,16865563017.6
2022-09-28,'002461,÷ÈΩ≠∆°æ∆,7.64,7.73,7.56,7.6,7.61,0.03,0.3942,0.7114,15745367,120611255.5,16909829587.2,16909829587.2
2022-09-27,'002461,÷ÈΩ≠∆°æ∆,7.61,7.64,7.21,7.25,7.28,0.33,4.533,0.7316,16192004,121176947.62,16843429732.8,16843429732.8
2022-09-26,'002461,÷ÈΩ≠∆°æ∆,7.28,7.45,7.21,7.3,7.34,-0.06,-0.8174,0.2876,6365222,46893742.18,16113031334.4,16113031334.4
2022-09-23,'002461,÷ÈΩ≠∆°æ∆,7.34,7.46,7.27,7.36,7.32,0.02,0.2732,0.2605,5766387,42504068.25,16245831043.2,16245831043.2
2022-09-22,'002461,÷ÈΩ≠∆°æ∆,7.32,7.5,7.3,7.46,7.55,-0.23,-3.0464,0.3564,7888994,58142759.44,16201564473.6,16201564473.6
2022-09-21,'002461,÷ÈΩ≠∆°æ∆,7.55,7.65,7.5,7.61,7.61,-0.06,-0.7884,0.3371,7460646,56335392.3,16710630024.0,16710630024.0
2022-09-20,'002461,÷ÈΩ≠∆°æ∆,7.61,7.82,7.37,7.48,7.45,0.16,2.1477,0.596,13191415,99954726.97,16843429732.8,16843429732.8
2022-09-19,'002461,÷ÈΩ≠∆°æ∆,7.45,7.5,7.12,7.3,7.31,0.14,1.9152,0.3519,7787710,57200853.6,16489297176.0,16489297176.0
2022-09-16,'002461,÷ÈΩ≠∆°æ∆,7.31,7.54,7.3,7.52,7.52,-0.21,-2.7926,0.2895,6407288,47386308.84,16179431188.8,16179431188.8
2022-09-15,'002461,÷ÈΩ≠∆°æ∆,7.52,7.65,7.47,7.58,7.58,-0.06,-0.7916,0.3927,8691311,65849440.72,16644230169.6,16644230169.6
2022-09-14,'002461,÷ÈΩ≠∆°æ∆,7.58,7.58,7.47,7.49,7.58,0.0,0.0,0.216,4780289,36004421.62,16777029878.4,16777029878.4
2022-09-13,'002461,÷ÈΩ≠∆°æ∆,7.58,7.61,7.48,7.48,7.46,0.12,1.6086,0.3845,8509186,64427668.08,16777029878.4,16777029878.4
2022-09-09,'002461,÷ÈΩ≠∆°æ∆,7.46,7.47,7.4,7.45,7.44,0.02,0.2688,0.1415,3131700,23323378.0,16511430460.8,16511430460.8
2022-09-08,'002461,÷ÈΩ≠∆°æ∆,7.44,7.5,7.42,7.46,7.44,0.0,0.0,0.1962,4341584,32401415.8,16467163891.2,16467163891.2
2022-09-07,'002461,÷ÈΩ≠∆°æ∆,7.44,7.47,7.39,7.43,7.45,-0.01,-0.1342,0.1981,4385400,32589662.0,16467163891.2,16467163891.2
2022-09-06,'002461,÷ÈΩ≠∆°æ∆,7.45,7.47,7.39,7.43,7.41,0.04,0.5398,0.2535,5610010,41722622.4,16489297176.0,16489297176.0
2022-09-05,'002461,÷ÈΩ≠∆°æ∆,7.41,7.51,7.37,7.5,7.49,-0.08,-1.0681,0.2306,5103810,37847536.4,16400764036.8,16400764036.8
2022-09-02,'002461,÷ÈΩ≠∆°æ∆,7.49,7.62,7.44,7.59,7.59,-0.1,-1.3175,0.2703,5982264,44811323.36,16577830315.2,16577830315.2
2022-09-01,'002461,÷ÈΩ≠∆°æ∆,7.59,7.67,7.56,7.63,7.64,-0.05,-0.6545,0.2415,5345024,40625717.6,16799163163.2,16799163163.2
2022-08-31,'002461,÷ÈΩ≠∆°æ∆,7.64,7.71,7.59,7.6,7.63,0.01,0.1311,0.3883,8595204,65791787.56,16909829587.2,16909829587.2
2022-08-30,'002461,÷ÈΩ≠∆°æ∆,7.63,7.65,7.54,7.58,7.58,0.05,0.6596,0.2866,6343804,48210959.32,16887696302.4,16887696302.4
2022-08-29,'002461,÷ÈΩ≠∆°æ∆,7.58,7.59,7.47,7.53,7.6,-0.02,-0.2632,0.2963,6557946,49406498.78,16777029878.4,16777029878.4
2022-08-26,'002461,÷ÈΩ≠∆°æ∆,7.6,7.66,7.4,7.41,7.39,0.21,2.8417,0.7,15493487,117454560.74,16821296448.0,16821296448.0
2022-08-25,'002461,÷ÈΩ≠∆°æ∆,7.39,7.39,7.29,7.36,7.31,0.08,1.0944,0.2393,5296236,38920615.08,16356497467.2,16356497467.2
2022-08-24,'002461,÷ÈΩ≠∆°æ∆,7.31,7.49,7.29,7.47,7.46,-0.15,-2.0107,0.345,7636277,56377224.1,16179431188.8,16179431188.8
2022-08-23,'002461,÷ÈΩ≠∆°æ∆,7.46,7.53,7.45,7.52,7.54,-0.08,-1.061,0.2473,5473619,40927032.74,16511430460.8,16511430460.8
2022-08-22,'002461,÷ÈΩ≠∆°æ∆,7.54,7.57,7.5,7.53,7.57,-0.03,-0.3963,0.2078,4599700,34675882.72,16688496739.2,16688496739.2
2022-08-19,'002461,÷ÈΩ≠∆°æ∆,7.57,7.59,7.52,7.57,7.58,-0.01,-0.1319,0.2017,4464998,33725245.92,16754896593.6,16754896593.6
2022-08-18,'002461,÷ÈΩ≠∆°æ∆,7.58,7.62,7.55,7.62,7.62,-0.04,-0.5249,0.2158,4777310,36158405.7,16777029878.4,16777029878.4
2022-08-17,'002461,÷ÈΩ≠∆°æ∆,7.62,7.63,7.51,7.57,7.57,0.05,0.6605,0.2514,5563765,42207116.01,16865563017.6,16865563017.6
2022-08-16,'002461,÷ÈΩ≠∆°æ∆,7.57,7.63,7.55,7.62,7.61,-0.04,-0.5256,0.2129,4712300,35678862.0,16754896593.6,16754896593.6
2022-08-15,'002461,÷ÈΩ≠∆°æ∆,7.61,7.62,7.53,7.56,7.58,0.03,0.3958,0.2303,5097400,38664004.25,16843429732.8,16843429732.8
2022-08-12,'002461,÷ÈΩ≠∆°æ∆,7.58,7.6,7.51,7.55,7.55,0.03,0.3974,0.2555,5655464,42817507.87,16777029878.4,16777029878.4
2022-08-11,'002461,÷ÈΩ≠∆°æ∆,7.55,7.55,7.44,7.48,7.44,0.11,1.4785,0.2987,6612099,49667923.48,16710630024.0,16710630024.0
2022-08-10,'002461,÷ÈΩ≠∆°æ∆,7.44,7.54,7.42,7.54,7.54,-0.1,-1.3263,0.2054,4545300,33965547.0,16467163891.2,16467163891.2
2022-08-09,'002461,÷ÈΩ≠∆°æ∆,7.54,7.55,7.49,7.55,7.55,-0.01,-0.1325,0.1741,3853539,28972321.39,16688496739.2,16688496739.2
2022-08-08,'002461,÷ÈΩ≠∆°æ∆,7.55,7.64,7.51,7.56,7.59,-0.04,-0.527,0.2406,5325749,40303096.62,16710630024.0,16710630024.0
2022-08-05,'002461,÷ÈΩ≠∆°æ∆,7.59,7.59,7.5,7.53,7.53,0.06,0.7968,0.2235,4947090,37331385.4,16799163163.2,16799163163.2
2022-08-04,'002461,÷ÈΩ≠∆°æ∆,7.53,7.54,7.4,7.44,7.42,0.11,1.4825,0.2315,5123362,38272409.12,16666363454.4,16666363454.4
2022-08-03,'002461,÷ÈΩ≠∆°æ∆,7.42,7.63,7.41,7.51,7.57,-0.15,-1.9815,0.3675,8134074,61335380.7,16422897321.6,16422897321.6
2022-08-02,'002461,÷ÈΩ≠∆°æ∆,7.57,7.82,7.5,7.8,7.89,-0.32,-4.0558,0.5653,12511425,95224743.7,16754896593.6,16754896593.6
2022-08-01,'002461,÷ÈΩ≠∆°æ∆,7.89,8.02,7.7,7.78,7.79,0.1,1.2837,0.6638,14691613,116099483.18,17463161707.2,17463161707.2
2022-07-29,'002461,÷ÈΩ≠∆°æ∆,7.79,7.93,7.76,7.93,7.84,-0.05,-0.6378,0.33,7304700,57201320.32,17241828859.2,17241828859.2
2022-07-28,'002461,÷ÈΩ≠∆°æ∆,7.84,7.92,7.81,7.82,7.82,0.02,0.2558,0.2602,5759932,45245178.92,17352495283.2,17352495283.2
2022-07-27,'002461,÷ÈΩ≠∆°æ∆,7.82,7.93,7.8,7.88,7.91,-0.09,-1.1378,0.2341,5182298,40592043.02,17308228713.6,17308228713.6
2022-07-26,'002461,÷ÈΩ≠∆°æ∆,7.91,7.99,7.85,7.88,7.9,0.01,0.1266,0.3388,7498543,59278798.27,17507428276.8,17507428276.8
2022-07-25,'002461,÷ÈΩ≠∆°æ∆,7.9,7.91,7.71,7.76,7.79,0.11,1.4121,0.3114,6891800,54080936.02,17485294992.0,17485294992.0
2022-07-22,'002461,÷ÈΩ≠∆°æ∆,7.79,7.93,7.71,7.88,7.88,-0.09,-1.1421,0.3361,7438262,58033479.81,17241828859.2,17241828859.2
2022-07-21,'002461,÷ÈΩ≠∆°æ∆,7.88,7.97,7.86,7.9,7.96,-0.08,-1.005,0.3019,6682420,52869243.4,17441028422.4,17441028422.4
2022-07-20,'002461,÷ÈΩ≠∆°æ∆,7.96,7.98,7.86,7.87,7.86,0.1,1.2723,0.3931,8700604,68975451.66,17618094700.8,17618094700.8
2022-07-19,'002461,÷ÈΩ≠∆°æ∆,7.86,7.88,7.78,7.83,7.82,0.04,0.5115,0.2836,6276439,49155846.68,17396761852.8,17396761852.8
2022-07-18,'002461,÷ÈΩ≠∆°æ∆,7.82,7.83,7.6,7.7,7.68,0.14,1.8229,0.3589,7943685,61607868.35,17308228713.6,17308228713.6
2022-07-15,'002461,÷ÈΩ≠∆°æ∆,7.68,7.93,7.61,7.73,7.71,-0.03,-0.3891,0.5643,12490580,96869490.78,16998362726.4,16998362726.4
2022-07-14,'002461,÷ÈΩ≠∆°æ∆,7.71,7.83,7.7,7.83,7.83,-0.12,-1.5326,0.389,8610388,66754245.52,17064762580.8,17064762580.8
2022-07-13,'002461,÷ÈΩ≠∆°æ∆,7.83,7.9,7.78,7.83,7.8,0.03,0.3846,0.3027,6700024,52569863.88,17330361998.4,17330361998.4
2022-07-12,'002461,÷ÈΩ≠∆°æ∆,7.8,7.95,7.8,7.94,7.91,-0.11,-1.3906,0.3082,6820547,53447879.77,17263962144.0,17263962144.0
2022-07-11,'002461,÷ÈΩ≠∆°æ∆,7.91,8.01,7.85,8.0,8.05,-0.14,-1.7391,0.4221,9341994,73781047.06,17507428276.8,17507428276.8
2022-07-08,'002461,÷ÈΩ≠∆°æ∆,8.05,8.13,8.02,8.05,8.04,0.01,0.1244,0.3747,8292542,66892999.12,17817294264.0,17817294264.0
2022-07-07,'002461,÷ÈΩ≠∆°æ∆,8.04,8.06,7.88,8.03,8.04,0.0,0.0,0.4455,9859705,78714379.46,17795160979.2,17795160979.2
2022-07-06,'002461,÷ÈΩ≠∆°æ∆,8.04,8.25,7.99,8.25,8.26,-0.22,-2.6634,0.5697,12609156,101841729.58,17795160979.2,17795160979.2
2022-07-05,'002461,÷ÈΩ≠∆°æ∆,8.26,8.41,8.11,8.39,8.36,-0.1,-1.1962,0.7031,15561635,128176174.04,18282093244.8,18282093244.8
2022-07-04,'002461,÷ÈΩ≠∆°æ∆,8.36,8.4,8.26,8.38,8.42,-0.06,-0.7126,0.6977,15442338,128518334.04,18503426092.8,18503426092.8
2022-07-01,'002461,÷ÈΩ≠∆°æ∆,8.42,8.46,8.3,8.43,8.48,-0.06,-0.7075,0.9274,20525884,171986109.29,18636225801.6,18636225801.6
2022-06-30,'002461,÷ÈΩ≠∆°æ∆,8.48,8.7,8.17,8.2,8.23,0.25,3.0377,1.9506,43173300,366025583.82,18769025510.4,18769025510.4
2022-06-29,'002461,÷ÈΩ≠∆°æ∆,8.23,8.44,8.18,8.21,8.21,0.02,0.2436,0.9722,21516972,178084693.34,18215693390.4,18215693390.4
2022-06-28,'002461,÷ÈΩ≠∆°æ∆,8.21,8.21,8.09,8.19,8.19,0.02,0.2442,0.6351,14056438,114681140.04,18171426820.8,18171426820.8
2022-06-27,'002461,÷ÈΩ≠∆°æ∆,8.19,8.31,8.1,8.11,8.09,0.1,1.2361,0.9757,21596254,177311802.96,18127160251.2,18127160251.2
2022-06-24,'002461,÷ÈΩ≠∆°æ∆,8.09,8.13,7.98,8.05,8.04,0.05,0.6219,0.5251,11621228,93777180.04,17905827403.2,17905827403.2
2022-06-23,'002461,÷ÈΩ≠∆°æ∆,8.04,8.06,7.93,8.01,7.99,0.05,0.6258,0.3863,8550358,68290793.7,17795160979.2,17795160979.2
2022-06-22,'002461,÷ÈΩ≠∆°æ∆,7.99,8.21,7.98,8.18,8.18,-0.19,-2.3227,0.4919,10888292,87874751.04,17684494555.2,17684494555.2
2022-06-21,'002461,÷ÈΩ≠∆°æ∆,8.18,8.27,8.11,8.23,8.23,-0.05,-0.6075,0.5397,11944379,97716027.97,18105026966.4,18105026966.4
2022-06-20,'002461,÷ÈΩ≠∆°æ∆,8.23,8.23,8.02,8.07,8.05,0.18,2.236,0.8673,19196974,156345500.06,18215693390.4,18215693390.4
2022-06-17,'002461,÷ÈΩ≠∆°æ∆,8.05,8.08,7.86,7.88,7.93,0.12,1.5132,0.6456,14288612,114354935.59,17817294264.0,17817294264.0
2022-06-16,'002461,÷ÈΩ≠∆°æ∆,7.93,8.05,7.89,7.94,7.99,-0.06,-0.7509,0.4923,10896279,86684830.45,17551694846.4,17551694846.4
2022-06-15,'002461,÷ÈΩ≠∆°æ∆,7.99,8.18,7.93,8.15,7.98,0.01,0.1253,0.8783,19438964,156146265.53,17684494555.2,17684494555.2
2022-06-14,'002461,÷ÈΩ≠∆°æ∆,7.98,7.98,7.62,7.63,7.7,0.28,3.6364,0.8496,18805370,146940471.68,17662361270.4,17662361270.4
2022-06-13,'002461,÷ÈΩ≠∆°æ∆,7.7,7.78,7.6,7.74,7.8,-0.1,-1.2821,0.5625,12450110,95627570.91,17042629296.0,17042629296.0
2022-06-10,'002461,÷ÈΩ≠∆°æ∆,7.8,7.85,7.76,7.8,7.81,-0.01,-0.128,0.3215,7115183,55462574.19,17263962144.0,17263962144.0
2022-06-09,'002461,÷ÈΩ≠∆°æ∆,7.93,8.05,7.86,8.03,8.06,-0.13,-1.6129,0.4037,8935493,70892830.33,17551694846.4,17551694846.4
2022-06-08,'002461,÷ÈΩ≠∆°æ∆,8.06,8.09,7.95,8.05,8.03,0.03,0.3736,0.5226,11567103,92887435.72,17839427548.8,17839427548.8
2022-06-07,'002461,÷ÈΩ≠∆°æ∆,8.03,8.09,7.92,7.95,8.0,0.03,0.375,0.5489,12148035,97574451.36,17773027694.4,17773027694.4
2022-06-06,'002461,÷ÈΩ≠∆°æ∆,8.0,8.01,7.9,7.97,8.01,-0.01,-0.1248,0.5861,12972794,103161642.82,17706627840.0,17706627840.0
2022-06-02,'002461,÷ÈΩ≠∆°æ∆,8.01,8.05,7.92,8.02,8.08,-0.07,-0.8663,0.3906,8644683,68879235.08,17728761124.8,17728761124.8
2022-06-01,'002461,÷ÈΩ≠∆°æ∆,8.08,8.15,7.99,8.02,8.07,0.01,0.1239,0.5611,12418477,100258154.27,17883694118.4,17883694118.4
2022-05-31,'002461,÷ÈΩ≠∆°æ∆,8.07,8.12,7.89,7.92,8.02,0.05,0.6234,0.7635,16899536,135947559.45,17861560833.6,17861560833.6
2022-05-30,'002461,÷ÈΩ≠∆°æ∆,8.02,8.22,7.81,7.85,7.79,0.23,2.9525,0.8835,19554649,157276944.34,17750894409.6,17750894409.6
2022-05-27,'002461,÷ÈΩ≠∆°æ∆,7.79,7.86,7.75,7.85,7.8,-0.01,-0.1282,0.3867,8559095,66745037.46,17241828859.2,17241828859.2
2022-05-26,'002461,÷ÈΩ≠∆°æ∆,7.8,7.85,7.56,7.64,7.62,0.18,2.3622,0.5035,11143170,86354655.37,17263962144.0,17263962144.0
2022-05-25,'002461,÷ÈΩ≠∆°æ∆,7.62,7.65,7.46,7.5,7.5,0.12,1.6,0.2488,5507797,41724014.56,16865563017.6,16865563017.6
2022-05-24,'002461,÷ÈΩ≠∆°æ∆,7.5,7.73,7.48,7.73,7.71,-0.21,-2.7237,0.319,7059570,53566830.26,16599963600.0,16599963600.0
2022-05-23,'002461,÷ÈΩ≠∆°æ∆,7.71,7.73,7.62,7.7,7.66,0.05,0.6527,0.2935,6496299,49850424.15,17064762580.8,17064762580.8
2022-05-20,'002461,÷ÈΩ≠∆°æ∆,7.66,7.68,7.46,7.47,7.46,0.2,2.681,0.4711,10427118,79522353.7,16954096156.8,16954096156.8
2022-05-19,'002461,÷ÈΩ≠∆°æ∆,7.46,7.49,7.38,7.4,7.5,-0.04,-0.5333,0.2153,4764537,35457544.56,16511430460.8,16511430460.8
2022-05-18,'002461,÷ÈΩ≠∆°æ∆,7.5,7.58,7.48,7.5,7.55,-0.05,-0.6623,0.1891,4184791,31515549.32,16599963600.0,16599963600.0
2022-05-17,'002461,÷ÈΩ≠∆°æ∆,7.55,7.58,7.4,7.54,7.58,-0.03,-0.3958,0.2666,5901396,44232905.88,16710630024.0,16710630024.0
2022-05-16,'002461,÷ÈΩ≠∆°æ∆,7.58,7.67,7.54,7.65,7.61,-0.03,-0.3942,0.2499,5531821,42012232.13,16777029878.4,16777029878.4
2022-05-13,'002461,÷ÈΩ≠∆°æ∆,7.61,7.7,7.56,7.64,7.61,0.0,0.0,0.2427,5371784,40892621.21,16843429732.8,16843429732.8
2022-05-12,'002461,÷ÈΩ≠∆°æ∆,7.61,7.71,7.43,7.48,7.56,0.05,0.6614,0.3733,8261735,62904052.14,16843429732.8,16843429732.8
2022-05-11,'002461,÷ÈΩ≠∆°æ∆,7.56,7.72,7.54,7.59,7.6,-0.04,-0.5263,0.4096,9066531,69337614.83,16732763308.8,16732763308.8
2022-05-10,'002461,÷ÈΩ≠∆°æ∆,7.6,7.63,7.34,7.44,7.58,0.02,0.2639,0.346,7659222,57338471.31,16821296448.0,16821296448.0
2022-05-09,'002461,÷ÈΩ≠∆°æ∆,7.58,7.58,7.34,7.43,7.48,0.1,1.3369,0.2331,5159890,38584423.3,16777029878.4,16777029878.4
2022-05-06,'002461,÷ÈΩ≠∆°æ∆,7.48,7.64,7.42,7.6,7.78,-0.3,-3.856,0.3817,8448627,63566095.58,16555697030.4,16555697030.4
2022-05-05,'002461,÷ÈΩ≠∆°æ∆,7.78,7.87,7.7,7.7,7.69,0.09,1.1704,0.3871,8567291,66729521.59,17219695574.4,17219695574.4
2022-04-29,'002461,÷ÈΩ≠∆°æ∆,7.69,7.71,7.52,7.52,7.46,0.23,3.0831,0.4505,9970499,76246044.32,17020496011.2,17020496011.2
2022-04-28,'002461,÷ÈΩ≠∆°æ∆,7.46,7.57,7.3,7.4,7.39,0.07,0.9472,0.4039,8939885,66604878.46,16511430460.8,16511430460.8
2022-04-27,'002461,÷ÈΩ≠∆°æ∆,7.39,7.39,7.01,7.2,7.26,0.13,1.7906,0.5474,12115088,87562464.36,16356497467.2,16356497467.2
2022-04-26,'002461,÷ÈΩ≠∆°æ∆,7.26,7.56,7.2,7.29,7.28,-0.02,-0.2747,0.4425,9794907,72050949.8,16068764764.8,16068764764.8
2022-04-25,'002461,÷ÈΩ≠∆°æ∆,7.28,7.72,7.2,7.71,7.85,-0.57,-7.2611,0.4633,10255261,76743330.45,16113031334.4,16113031334.4
2022-04-22,'002461,÷ÈΩ≠∆°æ∆,7.85,7.89,7.53,7.66,7.74,0.11,1.4212,0.3958,8759600,67683172.0,17374628568.0,17374628568.0
2022-04-21,'002461,÷ÈΩ≠∆°æ∆,7.74,7.99,7.73,7.93,7.98,-0.24,-3.0075,0.437,9672833,75977122.32,17131162435.2,17131162435.2
2022-04-20,'002461,÷ÈΩ≠∆°æ∆,7.98,8.27,7.96,8.0,8.04,-0.06,-0.7463,0.6915,15304709,123511576.09,17662361270.4,17662361270.4
2022-04-19,'002461,÷ÈΩ≠∆°æ∆,8.04,8.1,7.95,8.02,8.02,0.02,0.2494,0.3084,6825696,54740597.24,17795160979.2,17795160979.2
2022-04-18,'002461,÷ÈΩ≠∆°æ∆,8.02,8.1,7.96,8.01,8.08,-0.06,-0.7426,0.3579,7920667,63603251.67,17750894409.6,17750894409.6
2022-04-15,'002461,÷ÈΩ≠∆°æ∆,8.08,8.33,7.99,8.2,8.23,-0.15,-1.8226,0.5829,12901923,105046911.16,17883694118.4,17883694118.4
2022-04-14,'002461,÷ÈΩ≠∆°æ∆,8.23,8.38,7.99,7.99,8.04,0.19,2.3632,0.7967,17632631,145668448.4,18215693390.4,18215693390.4
2022-04-13,'002461,÷ÈΩ≠∆°æ∆,8.04,8.18,7.97,8.06,8.15,-0.11,-1.3497,0.4362,9655028,78054397.24,17795160979.2,17795160979.2
2022-04-12,'002461,÷ÈΩ≠∆°æ∆,8.15,8.2,7.66,7.66,7.73,0.42,5.4334,0.5641,12485803,99803681.89,18038627112.0,18038627112.0
2022-04-11,'002461,÷ÈΩ≠∆°æ∆,7.73,7.98,7.68,7.97,7.99,-0.26,-3.2541,0.2976,6586772,51519459.44,17109029150.4,17109029150.4
2022-04-08,'002461,÷ÈΩ≠∆°æ∆,7.99,8.03,7.84,8.03,7.97,0.02,0.2509,0.2675,5921299,47056069.6,17684494555.2,17684494555.2
2022-04-07,'002461,÷ÈΩ≠∆°æ∆,7.97,8.16,7.9,8.02,8.02,-0.05,-0.6234,0.3759,8319901,66719139.66,17640227985.6,17640227985.6
2022-04-06,'002461,÷ÈΩ≠∆°æ∆,8.02,8.09,7.64,7.68,7.72,0.3,3.886,0.5462,12088538,95778248.54,17750894409.6,17750894409.6
2022-04-01,'002461,÷ÈΩ≠∆°æ∆,7.72,7.77,7.61,7.65,7.69,0.03,0.3901,0.245,5423382,41906915.07,17086895865.6,17086895865.6
2022-03-31,'002461,÷ÈΩ≠∆°æ∆,7.69,7.83,7.63,7.65,7.7,-0.01,-0.1299,0.2846,6298923,48642205.36,17020496011.2,17020496011.2
2022-03-30,'002461,÷ÈΩ≠∆°æ∆,7.7,7.7,7.55,7.69,7.63,0.07,0.9174,0.2615,5787497,44227200.85,17042629296.0,17042629296.0
2022-03-29,'002461,÷ÈΩ≠∆°æ∆,7.63,7.75,7.61,7.67,7.66,-0.03,-0.3916,0.2185,4835183,37028617.19,16887696302.4,16887696302.4
2022-03-28,'002461,÷ÈΩ≠∆°æ∆,7.66,7.68,7.27,7.52,7.53,0.13,1.7264,0.3566,7893434,59574789.86,16954096156.8,16954096156.8
2022-03-25,'002461,÷ÈΩ≠∆°æ∆,7.53,7.65,7.51,7.55,7.52,0.01,0.133,0.208,4602863,34897936.19,16666363454.4,16666363454.4
2022-03-24,'002461,÷ÈΩ≠∆°æ∆,7.52,7.75,7.5,7.65,7.72,-0.2,-2.5907,0.275,6087200,46212921.94,16644230169.6,16644230169.6
2022-03-23,'002461,÷ÈΩ≠∆°æ∆,7.72,7.74,7.53,7.54,7.54,0.18,2.3873,0.2915,6452635,49374613.23,17086895865.6,17086895865.6
