»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2022-03-22,'002461,÷ÈΩ≠∆°æ∆,7.54,7.59,7.48,7.55,7.54,0.0,0.0,0.1558,3448491,25990162.02,16688496739.2,16688496739.2
2022-03-21,'002461,÷ÈΩ≠∆°æ∆,7.54,7.59,7.44,7.57,7.51,0.03,0.3995,0.2619,5795695,43553182.73,16688496739.2,16688496739.2
2022-03-18,'002461,÷ÈΩ≠∆°æ∆,7.51,7.64,7.21,7.28,7.28,0.23,3.1593,0.4026,8910775,66289581.25,16622096884.8,16622096884.8
2022-03-17,'002461,÷ÈΩ≠∆°æ∆,7.28,7.4,7.15,7.2,7.14,0.14,1.9608,0.3996,8844986,64373554.66,16113031334.4,16113031334.4
2022-03-16,'002461,÷ÈΩ≠∆°æ∆,7.14,7.2,6.88,7.18,7.07,0.07,0.9901,0.5234,11584492,81938302.04,15803165347.2,15803165347.2
2022-03-15,'002461,÷ÈΩ≠∆°æ∆,7.07,7.5,7.06,7.5,7.49,-0.42,-5.6075,0.351,7769531,56585961.97,15648232353.6,15648232353.6
2022-03-14,'002461,÷ÈΩ≠∆°æ∆,7.49,7.74,7.49,7.72,7.78,-0.29,-3.7275,0.3123,6913200,52561016.0,16577830315.2,16577830315.2
2022-03-11,'002461,÷ÈΩ≠∆°æ∆,7.78,7.8,7.36,7.48,7.62,0.16,2.0997,0.4125,9130983,69515406.33,17219695574.4,17219695574.4
2022-03-10,'002461,÷ÈΩ≠∆°æ∆,7.62,7.76,7.51,7.51,7.55,0.07,0.9272,0.3749,8298837,63311592.98,16865563017.6,16865563017.6
2022-03-09,'002461,÷ÈΩ≠∆°æ∆,7.55,7.81,7.23,7.74,7.76,-0.21,-2.7062,0.4322,9566048,72112770.95,16710630024.0,16710630024.0
2022-03-08,'002461,÷ÈΩ≠∆°æ∆,7.76,8.07,7.7,8.02,7.98,-0.22,-2.7569,0.3501,7748886,60818287.26,17175429004.8,17175429004.8
2022-03-07,'002461,÷ÈΩ≠∆°æ∆,7.98,8.11,7.93,8.11,8.11,-0.13,-1.603,0.3261,7217515,57684218.79,17662361270.4,17662361270.4
2022-03-04,'002461,÷ÈΩ≠∆°æ∆,8.11,8.19,8.02,8.12,8.14,-0.03,-0.3686,0.2887,6390237,51844333.78,17950093972.8,17950093972.8
2022-03-03,'002461,÷ÈΩ≠∆°æ∆,8.14,8.2,8.1,8.19,8.19,-0.05,-0.6105,0.3313,7332739,59656140.98,18016493827.2,18016493827.2
2022-03-02,'002461,÷ÈΩ≠∆°æ∆,8.19,8.27,8.03,8.27,8.35,-0.16,-1.9162,0.4995,11055197,89997502.51,18127160251.2,18127160251.2
2022-03-01,'002461,÷ÈΩ≠∆°æ∆,8.35,8.35,7.87,7.9,7.91,0.44,5.5626,1.033,22864157,187448926.62,18481292808.0,18481292808.0
2022-02-28,'002461,÷ÈΩ≠∆°æ∆,7.91,8.21,7.79,8.13,8.18,-0.27,-3.3007,0.8332,18441498,145952987.78,17507428276.8,17507428276.8
2022-02-25,'002461,÷ÈΩ≠∆°æ∆,8.18,8.41,8.18,8.3,8.33,-0.15,-1.8007,0.5431,12021101,99494063.94,18105026966.4,18105026966.4
2022-02-24,'002461,÷ÈΩ≠∆°æ∆,8.33,8.66,8.19,8.61,8.67,-0.34,-3.9216,0.5232,11579332,97477308.47,18437026238.4,18437026238.4
2022-02-23,'002461,÷ÈΩ≠∆°æ∆,8.67,8.83,8.63,8.83,8.75,-0.08,-0.9143,0.2994,6626493,57660319.24,19189557921.6,19189557921.6
2022-02-22,'002461,÷ÈΩ≠∆°æ∆,8.75,8.83,8.67,8.8,8.87,-0.12,-1.3529,0.2735,6053576,52928448.54,19366624200.0,19366624200.0
2022-02-21,'002461,÷ÈΩ≠∆°æ∆,8.87,8.94,8.84,8.94,8.9,-0.03,-0.3371,0.1474,3262802,28927072.48,19632223617.6,19632223617.6
2022-02-18,'002461,÷ÈΩ≠∆°æ∆,8.9,8.92,8.74,8.8,8.84,0.06,0.6787,0.184,4071900,36084592.0,19698623472.0,19698623472.0
2022-02-17,'002461,÷ÈΩ≠∆°æ∆,8.84,8.85,8.71,8.79,8.77,0.07,0.7982,0.2235,4946351,43437049.76,19565823763.2,19565823763.2
2022-02-16,'002461,÷ÈΩ≠∆°æ∆,8.77,8.77,8.62,8.64,8.63,0.14,1.6222,0.2253,4986169,43468815.99,19410890769.6,19410890769.6
2022-02-15,'002461,÷ÈΩ≠∆°æ∆,8.63,8.67,8.51,8.57,8.55,0.08,0.9357,0.1821,4029851,34701000.09,19101024782.4,19101024782.4
2022-02-14,'002461,÷ÈΩ≠∆°æ∆,8.55,8.59,8.42,8.49,8.52,0.03,0.3521,0.1762,3899330,33246483.06,18923958504.0,18923958504.0
2022-02-11,'002461,÷ÈΩ≠∆°æ∆,8.52,8.62,8.5,8.51,8.55,-0.03,-0.3509,0.172,3806100,32529729.0,18857558649.6,18857558649.6
2022-02-10,'002461,÷ÈΩ≠∆°æ∆,8.55,8.59,8.46,8.59,8.56,-0.01,-0.1168,0.1501,3322942,28328493.56,18923958504.0,18923958504.0
2022-02-09,'002461,÷ÈΩ≠∆°æ∆,8.56,8.57,8.45,8.51,8.46,0.1,1.182,0.1674,3705747,31567128.73,18946091788.8,18946091788.8
2022-02-08,'002461,÷ÈΩ≠∆°æ∆,8.46,8.47,8.35,8.39,8.38,0.08,0.9547,0.1582,3501855,29431867.93,18724758940.8,18724758940.8
2022-02-07,'002461,÷ÈΩ≠∆°æ∆,8.38,8.45,8.35,8.4,8.33,0.05,0.6002,0.1803,3989659,33485528.83,18547692662.4,18547692662.4
2022-01-28,'002461,÷ÈΩ≠∆°æ∆,8.33,8.38,8.12,8.29,8.26,0.07,0.8475,0.1826,4041847,33478431.27,18437026238.4,18437026238.4
2022-01-27,'002461,÷ÈΩ≠∆°æ∆,8.26,8.65,8.25,8.63,8.63,-0.37,-4.2874,0.2549,5642700,47545266.21,18282093244.8,18282093244.8
2022-01-26,'002461,÷ÈΩ≠∆°æ∆,8.63,8.73,8.5,8.68,8.7,-0.07,-0.8046,0.2162,4784415,41149192.79,19101024782.4,19101024782.4
2022-01-25,'002461,÷ÈΩ≠∆°æ∆,8.7,9.02,8.45,9.0,9.02,-0.32,-3.5477,0.4502,9964088,87514182.77,19255957776.0,19255957776.0
2022-01-24,'002461,÷ÈΩ≠∆°æ∆,9.02,9.07,9.01,9.01,9.05,-0.03,-0.3315,0.1404,3107382,28059792.82,19964222889.6,19964222889.6
2022-01-21,'002461,÷ÈΩ≠∆°æ∆,9.05,9.08,9.0,9.02,9.04,0.01,0.1106,0.1762,3899231,35276429.2,20030622744.0,20030622744.0
2022-01-20,'002461,÷ÈΩ≠∆°æ∆,9.04,9.13,9.03,9.11,9.09,-0.05,-0.5501,0.2203,4876784,44187892.72,20008489459.2,20008489459.2
2022-01-19,'002461,÷ÈΩ≠∆°æ∆,9.09,9.11,9.03,9.07,9.11,-0.02,-0.2195,0.1814,4015659,36424198.13,20119155883.2,20119155883.2
2022-01-18,'002461,÷ÈΩ≠∆°æ∆,9.11,9.16,9.07,9.15,9.11,0.0,0.0,0.1791,3963059,36086579.67,20163422452.8,20163422452.8
2022-01-17,'002461,÷ÈΩ≠∆°æ∆,9.11,9.11,9.0,9.01,9.04,0.07,0.7743,0.2201,4870642,44123836.63,20163422452.8,20163422452.8
2022-01-14,'002461,÷ÈΩ≠∆°æ∆,9.04,9.17,9.02,9.15,9.17,-0.13,-1.4177,0.362,8011552,72797263.52,20008489459.2,20008489459.2
2022-01-13,'002461,÷ÈΩ≠∆°æ∆,9.17,9.24,9.15,9.18,9.2,-0.03,-0.3261,0.3054,6759677,62077586.56,20296222161.6,20296222161.6
2022-01-12,'002461,÷ÈΩ≠∆°æ∆,9.2,9.24,9.13,9.16,9.16,0.04,0.4367,0.2845,6297542,57765575.4,20362622016.0,20362622016.0
2022-01-11,'002461,÷ÈΩ≠∆°æ∆,9.16,9.3,9.15,9.22,9.24,-0.08,-0.8658,0.3255,7204312,66370784.53,20274088876.8,20274088876.8
2022-01-10,'002461,÷ÈΩ≠∆°æ∆,9.24,9.27,9.1,9.26,9.27,-0.03,-0.3236,0.4935,10922716,100377820.45,20451155155.2,20451155155.2
2022-01-07,'002461,÷ÈΩ≠∆°æ∆,9.27,9.34,9.1,9.19,9.17,0.1,1.0905,0.6591,14587206,134741087.68,20517555009.6,20517555009.6
2022-01-06,'002461,÷ÈΩ≠∆°æ∆,9.17,9.29,9.12,9.19,9.25,-0.08,-0.8649,0.5479,12126341,111332573.06,20296222161.6,20296222161.6
2022-01-05,'002461,÷ÈΩ≠∆°æ∆,9.25,9.46,9.15,9.19,9.19,0.06,0.6529,0.8988,19892624,184977790.61,20473288440.0,20473288440.0
2022-01-04,'002461,÷ÈΩ≠∆°æ∆,9.19,9.2,9.05,9.1,9.1,0.09,0.989,0.3966,8777499,80186986.78,20340488731.2,20340488731.2
2021-12-31,'002461,÷ÈΩ≠∆°æ∆,9.1,9.14,9.03,9.13,9.1,0.0,0.0,0.313,6928598,62969774.88,20141289168.0,20141289168.0
2021-12-30,'002461,÷ÈΩ≠∆°æ∆,9.1,9.15,9.07,9.09,9.1,0.0,0.0,0.3445,7624499,69454693.87,20141289168.0,20141289168.0
2021-12-29,'002461,÷ÈΩ≠∆°æ∆,9.1,9.27,9.07,9.24,9.24,-0.14,-1.5152,0.4607,10196900,93121104.8,20141289168.0,20141289168.0
2021-12-28,'002461,÷ÈΩ≠∆°æ∆,9.24,9.27,9.09,9.11,9.11,0.13,1.427,0.5476,12119532,111690774.36,20451155155.2,20451155155.2
2021-12-27,'002461,÷ÈΩ≠∆°æ∆,9.11,9.12,9.04,9.1,9.08,0.03,0.3304,0.2499,5531086,50229268.6,20163422452.8,20163422452.8
2021-12-24,'002461,÷ÈΩ≠∆°æ∆,9.08,9.16,9.06,9.12,9.11,-0.03,-0.3293,0.3134,6936102,63117143.2,20097022598.4,20097022598.4
2021-12-23,'002461,÷ÈΩ≠∆°æ∆,9.11,9.18,9.05,9.1,9.07,0.04,0.441,0.4038,8938100,81403593.0,20163422452.8,20163422452.8
2021-12-22,'002461,÷ÈΩ≠∆°æ∆,9.07,9.14,9.03,9.06,9.07,0.0,0.0,0.3877,8581487,78038256.23,20074889313.6,20074889313.6
2021-12-21,'002461,÷ÈΩ≠∆°æ∆,9.07,9.09,8.96,9.0,9.01,0.06,0.6659,0.4341,9607616,86680860.49,20074889313.6,20074889313.6
2021-12-20,'002461,÷ÈΩ≠∆°æ∆,9.01,9.08,8.98,9.0,9.0,0.01,0.1111,0.4038,8937031,80557926.5,19942089604.8,19942089604.8
2021-12-17,'002461,÷ÈΩ≠∆°æ∆,9.0,9.21,8.97,9.18,9.18,-0.18,-1.9608,0.736,16290614,147951793.61,19919956320.0,19919956320.0
2021-12-16,'002461,÷ÈΩ≠∆°æ∆,9.18,9.22,9.06,9.18,9.16,0.02,0.2183,0.4015,8885452,81102487.44,20318355446.4,20318355446.4
2021-12-15,'002461,÷ÈΩ≠∆°æ∆,9.16,9.33,9.15,9.33,9.28,-0.12,-1.2931,0.3369,7457148,68560132.72,20274088876.8,20274088876.8
2021-12-14,'002461,÷ÈΩ≠∆°æ∆,9.28,9.39,9.19,9.3,9.35,-0.07,-0.7487,0.3304,7312245,67950479.65,20539688294.4,20539688294.4
2021-12-13,'002461,÷ÈΩ≠∆°æ∆,9.35,9.53,9.27,9.41,9.38,-0.03,-0.3198,0.7762,17179204,161528266.42,20694621288.0,20694621288.0
2021-12-10,'002461,÷ÈΩ≠∆°æ∆,9.38,9.53,9.23,9.36,9.37,0.01,0.1067,0.6347,14048257,132137546.97,20761021142.4,20761021142.4
2021-12-09,'002461,÷ÈΩ≠∆°æ∆,9.37,9.44,9.17,9.18,9.22,0.15,1.6269,0.7543,16695450,155869849.85,20738887857.6,20738887857.6
2021-12-08,'002461,÷ÈΩ≠∆°æ∆,9.22,9.22,9.05,9.13,9.1,0.12,1.3187,0.7772,17201216,157040424.64,20406888585.6,20406888585.6
2021-12-07,'002461,÷ÈΩ≠∆°æ∆,9.1,9.13,9.03,9.04,9.05,0.05,0.5525,0.23,5090908,46229325.56,20141289168.0,20141289168.0
2021-12-06,'002461,÷ÈΩ≠∆°æ∆,9.05,9.15,9.03,9.14,9.1,-0.05,-0.5495,0.2817,6235190,56590227.54,20030622744.0,20030622744.0
2021-12-03,'002461,÷ÈΩ≠∆°æ∆,9.1,9.21,9.08,9.14,9.14,-0.04,-0.4376,0.415,9184852,83854586.32,20141289168.0,20141289168.0
2021-12-02,'002461,÷ÈΩ≠∆°æ∆,9.14,9.25,9.13,9.2,9.2,-0.06,-0.6522,0.1578,3493625,32031919.5,20229822307.2,20229822307.2
2021-12-01,'002461,÷ÈΩ≠∆°æ∆,9.2,9.25,9.16,9.22,9.2,0.0,0.0,0.1387,3070500,28239398.27,20362622016.0,20362622016.0
2021-11-30,'002461,÷ÈΩ≠∆°æ∆,9.2,9.26,9.13,9.15,9.15,0.05,0.5464,0.1311,2902688,26704159.02,20362622016.0,20362622016.0
2021-11-29,'002461,÷ÈΩ≠∆°æ∆,9.15,9.32,9.12,9.24,9.33,-0.18,-1.9293,0.2323,5140744,47344189.86,20251955592.0,20251955592.0
2021-11-26,'002461,÷ÈΩ≠∆°æ∆,9.33,9.41,9.21,9.41,9.43,-0.1,-1.0604,0.2113,4675995,43485276.79,20650354718.4,20650354718.4
2021-11-25,'002461,÷ÈΩ≠∆°æ∆,9.43,9.49,9.34,9.43,9.43,0.0,0.0,0.2367,5239700,49293999.0,20871687566.4,20871687566.4
2021-11-24,'002461,÷ÈΩ≠∆°æ∆,9.43,9.53,9.39,9.4,9.4,0.03,0.3191,0.1863,4122809,38893627.6,20871687566.4,20871687566.4
2021-11-23,'002461,÷ÈΩ≠∆°æ∆,9.4,9.53,9.36,9.46,9.48,-0.08,-0.8439,0.2212,4895800,46096441.0,20805287712.0,20805287712.0
2021-11-22,'002461,÷ÈΩ≠∆°æ∆,9.48,9.65,9.44,9.52,9.52,-0.04,-0.4202,0.2486,5501800,52399654.0,20982353990.4,20982353990.4
2021-11-19,'002461,÷ÈΩ≠∆°æ∆,9.52,9.62,9.38,9.42,9.44,0.08,0.8475,0.2736,6055375,57750060.45,21070887129.6,21070887129.6
2021-11-18,'002461,÷ÈΩ≠∆°æ∆,9.44,9.55,9.41,9.46,9.52,-0.08,-0.8403,0.1876,4152704,39283035.76,20893820851.2,20893820851.2
2021-11-17,'002461,÷ÈΩ≠∆°æ∆,9.52,9.6,9.41,9.6,9.65,-0.13,-1.3472,0.227,5023695,47749563.48,21070887129.6,21070887129.6
2021-11-16,'002461,÷ÈΩ≠∆°æ∆,9.65,9.78,9.47,9.53,9.54,0.11,1.153,0.4303,9523745,91942482.72,21358619832.0,21358619832.0
2021-11-15,'002461,÷ÈΩ≠∆°æ∆,9.54,9.62,9.29,9.32,9.29,0.25,2.6911,0.4539,10047007,95371914.35,21115153699.2,21115153699.2
2021-11-12,'002461,÷ÈΩ≠∆°æ∆,9.29,9.35,9.18,9.25,9.24,0.05,0.5411,0.307,6795209,62897179.41,20561821579.2,20561821579.2
2021-11-11,'002461,÷ÈΩ≠∆°æ∆,9.24,9.3,9.17,9.24,9.25,-0.01,-0.1081,0.2857,6323051,58505051.68,20451155155.2,20451155155.2
2021-11-10,'002461,÷ÈΩ≠∆°æ∆,9.25,9.84,9.18,9.84,9.71,-0.46,-4.7374,0.5658,12523171,117203657.11,20473288440.0,20473288440.0
2021-11-09,'002461,÷ÈΩ≠∆°æ∆,9.71,9.75,9.57,9.7,9.7,0.01,0.1031,0.2495,5522605,53233689.85,21491419540.8,21491419540.8
2021-11-08,'002461,÷ÈΩ≠∆°æ∆,9.7,9.88,9.6,9.81,9.89,-0.19,-1.9211,0.2758,6104146,59145078.74,21469286256.0,21469286256.0
2021-11-05,'002461,÷ÈΩ≠∆°æ∆,9.89,10.08,9.85,9.97,10.03,-0.14,-1.3958,0.3719,8230474,81918989.23,21889818667.2,21889818667.2
2021-11-04,'002461,÷ÈΩ≠∆°æ∆,10.03,10.12,9.8,9.92,9.87,0.16,1.6211,0.453,10026274,100080207.07,22199684654.4,22199684654.4
2021-11-03,'002461,÷ÈΩ≠∆°æ∆,9.87,9.92,9.71,9.85,9.8,0.07,0.7143,0.3319,7345133,72413644.97,21845552097.6,21845552097.6
2021-11-02,'002461,÷ÈΩ≠∆°æ∆,9.8,9.95,9.55,9.92,9.9,-0.1,-1.0101,0.5379,11905396,116398080.11,21690619104.0,21690619104.0
2021-11-01,'002461,÷ÈΩ≠∆°æ∆,9.9,10.09,9.73,9.8,9.91,-0.01,-0.1009,0.6861,15186061,150732227.95,21911951952.0,21911951952.0
2021-10-29,'002461,÷ÈΩ≠∆°æ∆,9.91,10.0,9.47,9.47,9.52,0.39,4.0966,0.9733,21541408,212287306.23,21934085236.8,21934085236.8
2021-10-28,'002461,÷ÈΩ≠∆°æ∆,9.52,9.69,9.44,9.5,9.57,-0.05,-0.5225,0.3417,7563534,72301149.97,21070887129.6,21070887129.6
2021-10-27,'002461,÷ÈΩ≠∆°æ∆,9.57,9.72,9.48,9.68,9.73,-0.16,-1.6444,0.4605,10192633,97407130.58,21181553553.6,21181553553.6
2021-10-26,'002461,÷ÈΩ≠∆°æ∆,9.73,10.0,9.38,9.45,9.45,0.28,2.963,0.9163,20280719,197420542.73,21535686110.4,21535686110.4
2021-10-25,'002461,÷ÈΩ≠∆°æ∆,9.45,9.55,9.17,9.25,9.2,0.25,2.7174,0.5662,12532302,117921862.73,20915954136.0,20915954136.0
2021-10-22,'002461,÷ÈΩ≠∆°æ∆,9.2,9.28,9.08,9.11,9.12,0.08,0.8772,0.2317,5128218,47009378.28,20362622016.0,20362622016.0
2021-10-21,'002461,÷ÈΩ≠∆°æ∆,9.12,9.21,9.07,9.21,9.23,-0.11,-1.1918,0.2097,4641935,42311515.2,20185555737.6,20185555737.6
2021-10-20,'002461,÷ÈΩ≠∆°æ∆,9.23,9.33,9.13,9.3,9.3,-0.07,-0.7527,0.2339,5176034,47583504.46,20429021870.4,20429021870.4
2021-10-19,'002461,÷ÈΩ≠∆°æ∆,9.3,9.43,9.08,9.12,9.12,0.18,1.9737,0.3336,7384168,68620159.4,20583954864.0,20583954864.0
2021-10-18,'002461,÷ÈΩ≠∆°æ∆,9.12,9.35,9.03,9.29,9.4,-0.28,-2.9787,0.3169,7013918,64331885.04,20185555737.6,20185555737.6
2021-10-15,'002461,÷ÈΩ≠∆°æ∆,9.4,9.43,9.24,9.37,9.37,0.03,0.3202,0.2853,6314251,59111184.05,20805287712.0,20805287712.0
2021-10-14,'002461,÷ÈΩ≠∆°æ∆,9.37,9.45,9.26,9.36,9.36,0.01,0.1068,0.3035,6716483,62762651.27,20738887857.6,20738887857.6
2021-10-13,'002461,÷ÈΩ≠∆°æ∆,9.36,9.4,9.14,9.14,9.14,0.22,2.407,0.5023,11118117,103385122.67,20716754572.8,20716754572.8
2021-10-12,'002461,÷ÈΩ≠∆°æ∆,9.14,9.22,9.07,9.1,9.13,0.01,0.1095,0.257,5688420,52025336.31,20229822307.2,20229822307.2
2021-10-11,'002461,÷ÈΩ≠∆°æ∆,9.13,9.28,9.12,9.14,9.13,0.0,0.0,0.2496,5524440,50742854.04,20207689022.4,20207689022.4
2021-10-08,'002461,÷ÈΩ≠∆°æ∆,9.13,9.19,8.9,8.98,8.94,0.19,2.1253,0.3384,7490193,68117857.08,20207689022.4,20207689022.4
2021-09-30,'002461,÷ÈΩ≠∆°æ∆,8.94,9.0,8.86,8.86,8.89,0.05,0.5624,0.1969,4357112,38783257.47,19787156611.2,19787156611.2
2021-09-29,'002461,÷ÈΩ≠∆°æ∆,8.89,9.05,8.88,9.02,9.07,-0.18,-1.9846,0.2875,6363800,56941099.0,19676490187.2,19676490187.2
2021-09-28,'002461,÷ÈΩ≠∆°æ∆,9.07,9.26,9.0,9.25,9.34,-0.27,-2.8908,0.3602,7973059,72267162.37,20074889313.6,20074889313.6
2021-09-27,'002461,÷ÈΩ≠∆°æ∆,9.34,9.49,9.01,9.02,9.02,0.32,3.5477,0.7013,15521121,144224891.75,20672488003.2,20672488003.2
2021-09-24,'002461,÷ÈΩ≠∆°æ∆,9.02,9.07,8.91,9.0,9.0,0.02,0.2222,0.2339,5177133,46579595.21,19964222889.6,19964222889.6
2021-09-23,'002461,÷ÈΩ≠∆°æ∆,9.0,9.1,8.99,9.03,9.04,-0.04,-0.4425,0.3756,8313177,74980710.76,19919956320.0,19919956320.0
2021-09-22,'002461,÷ÈΩ≠∆°æ∆,9.04,9.14,9.02,9.14,9.22,-0.18,-1.9523,0.2387,5283825,47957251.34,20008489459.2,20008489459.2
2021-09-17,'002461,÷ÈΩ≠∆°æ∆,9.22,9.22,9.08,9.13,9.2,0.02,0.2174,0.2983,6602114,60355924.69,20406888585.6,20406888585.6
2021-09-16,'002461,÷ÈΩ≠∆°æ∆,9.2,9.29,9.16,9.21,9.21,-0.01,-0.1086,0.1754,3882584,35797185.31,20362622016.0,20362622016.0
2021-09-15,'002461,÷ÈΩ≠∆°æ∆,9.21,9.27,9.13,9.26,9.28,-0.07,-0.7543,0.1733,3834616,35216802.31,20384755300.8,20384755300.8
2021-09-14,'002461,÷ÈΩ≠∆°æ∆,9.28,9.46,9.27,9.39,9.38,-0.1,-1.0661,0.2275,5034717,47112169.97,20539688294.4,20539688294.4
2021-09-13,'002461,÷ÈΩ≠∆°æ∆,9.38,9.41,9.32,9.4,9.4,-0.02,-0.2128,0.1871,4140649,38757676.73,20761021142.4,20761021142.4
2021-09-10,'002461,÷ÈΩ≠∆°æ∆,9.4,9.47,9.36,9.44,9.44,-0.04,-0.4237,0.2368,5241351,49315773.8,20805287712.0,20805287712.0
2021-09-09,'002461,÷ÈΩ≠∆°æ∆,9.44,9.52,9.36,9.46,9.46,-0.02,-0.2114,0.2394,5298702,49976180.9,20893820851.2,20893820851.2
2021-09-08,'002461,÷ÈΩ≠∆°æ∆,9.46,9.5,9.39,9.42,9.45,0.01,0.1058,0.2729,6041207,56998892.24,20938087420.8,20938087420.8
2021-09-07,'002461,÷ÈΩ≠∆°æ∆,9.45,9.55,9.37,9.49,9.56,-0.11,-1.1506,0.3674,8131743,76724953.6,20915954136.0,20915954136.0
2021-09-06,'002461,÷ÈΩ≠∆°æ∆,9.56,9.61,9.1,9.13,9.12,0.44,4.8246,0.9706,21483549,202387460.92,21159420268.8,21159420268.8
2021-09-03,'002461,÷ÈΩ≠∆°æ∆,9.12,9.16,9.03,9.07,9.08,0.04,0.4405,0.2579,5708091,51962132.31,20185555737.6,20185555737.6
2021-09-02,'002461,÷ÈΩ≠∆°æ∆,9.08,9.17,9.0,9.13,9.17,-0.09,-0.9815,0.3695,8178291,74289083.35,20097022598.4,20097022598.4
2021-09-01,'002461,÷ÈΩ≠∆°æ∆,9.17,9.21,9.02,9.1,9.11,0.06,0.6586,0.3452,7639803,69864635.63,20296222161.6,20296222161.6
2021-08-31,'002461,÷ÈΩ≠∆°æ∆,9.11,9.21,9.04,9.19,9.19,-0.08,-0.8705,0.2441,5402810,49215086.38,20163422452.8,20163422452.8
2021-08-30,'002461,÷ÈΩ≠∆°æ∆,9.19,9.25,9.16,9.25,9.22,-0.03,-0.3254,0.2203,4874997,44818264.52,20340488731.2,20340488731.2
2021-08-27,'002461,÷ÈΩ≠∆°æ∆,9.22,9.3,9.18,9.25,9.26,-0.04,-0.432,0.236,5223107,48141412.84,20406888585.6,20406888585.6
2021-08-26,'002461,÷ÈΩ≠∆°æ∆,9.26,9.4,9.24,9.4,9.39,-0.13,-1.3845,0.2503,5540995,51455020.14,20495421724.8,20495421724.8
2021-08-25,'002461,÷ÈΩ≠∆°æ∆,9.39,9.56,9.36,9.36,9.38,0.01,0.1066,0.3994,8840027,83531724.36,20783154427.2,20783154427.2
2021-08-24,'002461,÷ÈΩ≠∆°æ∆,9.38,9.42,9.3,9.42,9.35,0.03,0.3209,0.3045,6738718,63050202.36,20761021142.4,20761021142.4
2021-08-23,'002461,÷ÈΩ≠∆°æ∆,9.35,9.42,9.22,9.34,9.26,0.09,0.9719,0.2835,6274241,58728260.96,20694621288.0,20694621288.0
2021-08-20,'002461,÷ÈΩ≠∆°æ∆,9.26,9.35,9.18,9.21,9.32,-0.06,-0.6438,0.2561,5667815,52420609.99,20495421724.8,20495421724.8
2021-08-19,'002461,÷ÈΩ≠∆°æ∆,9.32,9.52,9.25,9.5,9.55,-0.23,-2.4084,0.2965,6561905,61344665.45,20628221433.6,20628221433.6
2021-08-18,'002461,÷ÈΩ≠∆°æ∆,9.55,9.65,9.18,9.19,9.18,0.37,4.0305,0.5424,12004670,113772507.19,21137286984.0,21137286984.0
2021-08-17,'002461,÷ÈΩ≠∆°æ∆,9.18,9.49,9.14,9.47,9.47,-0.29,-3.0623,0.4118,9113493,84727767.99,20318355446.4,20318355446.4
2021-08-16,'002461,÷ÈΩ≠∆°æ∆,9.47,9.61,9.45,9.51,9.55,-0.08,-0.8377,0.2196,4861145,46307432.59,20960220705.6,20960220705.6
2021-08-13,'002461,÷ÈΩ≠∆°æ∆,9.55,9.67,9.45,9.54,9.56,-0.01,-0.1046,0.2727,6035337,57602555.08,21137286984.0,21137286984.0
2021-08-12,'002461,÷ÈΩ≠∆°æ∆,9.56,9.76,9.54,9.72,9.65,-0.09,-0.9326,0.3019,6682865,64199983.75,21159420268.8,21159420268.8
2021-08-11,'002461,÷ÈΩ≠∆°æ∆,9.65,9.75,9.57,9.66,9.76,-0.11,-1.127,0.336,7435699,71641790.73,21358619832.0,21358619832.0
2021-08-10,'002461,÷ÈΩ≠∆°æ∆,9.76,9.78,9.43,9.49,9.49,0.27,2.8451,0.5178,11461684,110349448.99,21602085964.8,21602085964.8
2021-08-09,'002461,÷ÈΩ≠∆°æ∆,9.49,9.61,9.15,9.15,9.22,0.27,2.9284,0.5169,11440762,108092514.8,21004487275.2,21004487275.2
2021-08-06,'002461,÷ÈΩ≠∆°æ∆,9.22,9.3,9.13,9.3,9.29,-0.07,-0.7535,0.3041,6729963,61802173.12,20406888585.6,20406888585.6
2021-08-05,'002461,÷ÈΩ≠∆°æ∆,9.29,9.54,9.2,9.4,9.49,-0.2,-2.1075,0.4298,9512793,88806864.04,20561821579.2,20561821579.2
2021-08-04,'002461,÷ÈΩ≠∆°æ∆,9.49,9.66,9.41,9.58,9.58,-0.09,-0.9395,0.3555,7868836,74490378.26,21004487275.2,21004487275.2
2021-08-03,'002461,÷ÈΩ≠∆°æ∆,9.58,9.78,9.55,9.62,9.7,-0.12,-1.2371,0.3857,8537415,82263386.27,21203686838.4,21203686838.4
2021-08-02,'002461,÷ÈΩ≠∆°æ∆,9.7,9.75,9.15,9.38,9.38,0.32,3.4115,0.5398,11946801,113281972.0,21469286256.0,21469286256.0
2021-07-30,'002461,÷ÈΩ≠∆°æ∆,9.38,9.72,9.35,9.71,9.8,-0.42,-4.2857,0.5166,11434873,108199312.15,20761021142.4,20761021142.4
2021-07-29,'002461,÷ÈΩ≠∆°æ∆,9.8,10.11,9.76,9.89,9.93,-0.13,-1.3092,0.3892,8614472,85505656.49,21690619104.0,21690619104.0
2021-07-28,'002461,÷ÈΩ≠∆°æ∆,9.93,9.93,9.35,9.84,9.92,0.01,0.1008,0.3508,7764854,75012804.54,21978351806.4,21978351806.4
