»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2022-11-10,'600132,÷ÿ«Ï∆°æ∆,108.98,109.55,105.3,106.07,106.06,2.92,2.7532,0.8606,4164914,449581640.0,52743181158.0,52743181158.0
2022-11-09,'600132,÷ÿ«Ï∆°æ∆,106.06,108.4,104.0,108.4,108.22,-2.16,-1.9959,0.6771,3277093,346141778.0,51329985259.9,51329985259.9
2022-11-08,'600132,÷ÿ«Ï∆°æ∆,108.22,110.9,106.75,109.6,109.21,-0.99,-0.9065,0.682,3300533,357527704.0,52375363047.6,52375363047.6
2022-11-07,'600132,÷ÿ«Ï∆°æ∆,109.21,111.2,106.6,108.01,110.8,-1.59,-1.435,1.492,7220629,785804521.0,52854494533.6,52854494533.6
2022-11-04,'600132,÷ÿ«Ï∆°æ∆,110.8,111.95,101.05,101.05,102.8,8.0,7.7821,1.4103,6825331,734818470.0,53624008738.4,53624008738.4
2022-11-03,'600132,÷ÿ«Ï∆°æ∆,102.8,103.0,98.2,98.58,100.61,2.19,2.1767,0.9706,4697448,476416100.0,49752239154.4,49752239154.4
2022-11-02,'600132,÷ÿ«Ï∆°æ∆,100.61,104.09,93.17,93.93,94.68,5.93,6.2632,2.3512,11379200,1128350116.0,48692342230.8,48692342230.8
2022-11-01,'600132,÷ÿ«Ï∆°æ∆,94.68,95.79,85.79,88.42,87.42,7.26,8.3047,1.7356,8399840,762367854.0,45822393026.6,45822393026.6
2022-10-31,'600132,÷ÿ«Ï∆°æ∆,87.42,89.59,85.03,87.56,89.0,-1.58,-1.7753,0.6526,3158290,276426288.0,42308762129.2,42308762129.2
2022-10-28,'600132,÷ÿ«Ï∆°æ∆,89.0,92.0,87.99,88.0,88.84,0.16,0.1801,0.8862,4289091,388911942.0,43073436622.0,43073436622.0
2022-10-27,'600132,÷ÿ«Ï∆°æ∆,88.84,93.29,88.65,92.36,92.0,-3.16,-3.4348,0.716,3465142,314274598.0,42996001230.3,42996001230.3
2022-10-26,'600132,÷ÿ«Ï∆°æ∆,92.0,92.65,90.01,90.21,89.7,2.3,2.5641,0.8118,3929024,359609504.0,44525350216.0,44525350216.0
2022-10-25,'600132,÷ÿ«Ï∆°æ∆,89.7,91.21,87.86,89.94,90.45,-0.75,-0.8292,1.0025,4851712,433814064.0,43412216460.6,43412216460.6
2022-10-24,'600132,÷ÿ«Ï∆°æ∆,90.45,94.8,90.45,93.55,95.0,-4.55,-4.7895,0.7969,3856736,354219720.0,43775194859.1,43775194859.1
2022-10-21,'600132,÷ÿ«Ï∆°æ∆,95.0,96.49,94.73,95.8,96.5,-1.5,-1.5544,0.4897,2369938,225837710.0,45977263810.0,45977263810.0
2022-10-20,'600132,÷ÿ«Ï∆°æ∆,96.5,99.48,93.0,94.13,94.65,1.85,1.9546,0.7869,3808141,367775946.0,46703220607.0,46703220607.0
2022-10-19,'600132,÷ÿ«Ï∆°æ∆,94.65,97.71,94.44,97.22,98.14,-3.49,-3.5561,0.724,3503870,334312480.0,45807873890.7,45807873890.7
2022-10-18,'600132,÷ÿ«Ï∆°æ∆,98.14,100.8,97.7,99.8,99.37,-1.23,-1.2378,0.5773,2794191,276064514.0,47496933371.7,47496933371.7
2022-10-17,'600132,÷ÿ«Ï∆°æ∆,99.37,101.25,98.25,99.6,99.5,-0.13,-0.1307,0.8532,4129324,411198967.0,48092217945.3,48092217945.3
2022-10-14,'600132,÷ÿ«Ï∆°æ∆,99.5,100.5,96.65,96.65,95.52,3.98,4.1667,0.9583,4637995,458793228.0,48155134201.0,48155134201.0
2022-10-13,'600132,÷ÿ«Ï∆°æ∆,95.52,100.13,95.46,97.09,98.97,-3.45,-3.4859,0.7299,3532438,344546983.0,46228928833.0,46228928833.0
2022-10-12,'600132,÷ÿ«Ï∆°æ∆,98.97,99.3,93.53,95.5,96.15,2.82,2.9329,1.1603,5615568,539556795.0,47898629466.1,47898629466.1
2022-10-11,'600132,÷ÿ«Ï∆°æ∆,96.15,100.9,93.88,100.9,100.98,-4.83,-4.7831,1.644,7956288,764407014.0,46533830687.7,46533830687.7
2022-10-10,'600132,÷ÿ«Ï∆°æ∆,100.98,112.3,100.98,111.0,112.2,-11.22,-10.0,1.461,7070988,746948936.0,48871411574.0,48871411574.0
2022-09-30,'600132,÷ÿ«Ï∆°æ∆,112.2,113.8,111.14,111.66,111.9,0.3,0.2681,0.7002,3388576,381308288.0,54301568415.6,54301568415.6
2022-09-29,'600132,÷ÿ«Ï∆°æ∆,111.9,115.55,111.05,113.55,113.32,-1.42,-1.2531,0.6806,3293938,371961407.0,54156377056.2,54156377056.2
2022-09-28,'600132,÷ÿ«Ï∆°æ∆,113.32,117.0,112.84,113.88,115.35,-2.03,-1.7599,0.9955,4817812,552134331.0,54843616157.4,54843616157.4
2022-09-27,'600132,÷ÿ«Ï∆°æ∆,115.35,115.55,105.55,108.0,107.22,8.13,7.5825,1.6969,8212373,922190513.0,55826077689.3,55826077689.3
2022-09-26,'600132,÷ÿ«Ï∆°æ∆,107.22,108.23,104.0,104.95,105.6,1.62,1.5341,0.8666,4194296,450136972.0,51891391849.6,51891391849.6
2022-09-23,'600132,÷ÿ«Ï∆°æ∆,105.6,107.23,102.25,102.25,102.84,2.76,2.6838,1.0195,4933976,520403282.0,51107358508.8,51107358508.8
2022-09-22,'600132,÷ÿ«Ï∆°æ∆,102.84,105.5,102.18,104.78,105.63,-2.79,-2.6413,0.6058,2932085,302947254.0,49771598002.3,49771598002.3
2022-09-21,'600132,÷ÿ«Ï∆°æ∆,105.63,109.29,105.1,108.0,108.3,-2.67,-2.4654,0.6858,3319052,352731899.0,51121877644.7,51121877644.7
2022-09-20,'600132,÷ÿ«Ï∆°æ∆,108.3,108.67,105.44,107.5,106.85,1.45,1.357,0.6083,2944169,316544772.0,52414080743.4,52414080743.4
2022-09-19,'600132,÷ÿ«Ï∆°æ∆,106.85,107.71,102.34,105.5,105.05,1.8,1.7135,0.604,2922967,310286566.0,51712322506.3,51712322506.3
2022-09-16,'600132,÷ÿ«Ï∆°æ∆,105.05,109.89,104.89,107.88,107.88,-2.83,-2.6233,0.6092,2948397,315305156.0,50841174349.9,50841174349.9
2022-09-15,'600132,÷ÿ«Ï∆°æ∆,107.88,109.3,106.32,106.35,106.05,1.83,1.7256,0.8146,3942470,426394878.0,52210812840.2,52210812840.2
2022-09-14,'600132,÷ÿ«Ï∆°æ∆,106.05,108.27,105.82,106.69,108.57,-2.52,-2.3211,0.6203,3002010,320254677.0,51325145547.9,51325145547.9
2022-09-13,'600132,÷ÿ«Ï∆°æ∆,108.57,109.2,104.17,104.92,104.03,4.54,4.3641,1.0776,5215193,560657944.0,52544752966.9,52544752966.9
2022-09-09,'600132,÷ÿ«Ï∆°æ∆,104.03,105.5,103.21,104.98,105.0,-0.97,-0.9238,0.6464,3128548,326636505.0,50347523727.9,50347523727.9
2022-09-08,'600132,÷ÿ«Ï∆°æ∆,105.0,106.28,103.88,103.99,103.93,1.07,1.0295,0.6355,3075821,323069983.0,50816975790.0,50816975790.0
2022-09-07,'600132,÷ÿ«Ï∆°æ∆,103.93,105.0,102.13,103.0,104.15,-0.22,-0.2112,0.6067,2936031,305013487.0,50299126608.1,50299126608.1
2022-09-06,'600132,÷ÿ«Ï∆°æ∆,104.15,104.95,102.85,103.99,102.75,1.4,1.3625,0.6555,3172319,329461818.0,50405600271.7,50405600271.7
2022-09-05,'600132,÷ÿ«Ï∆°æ∆,102.75,107.15,101.3,106.12,106.9,-4.15,-3.8821,1.0802,5227929,536440822.0,49728040594.5,49728040594.5
2022-09-02,'600132,÷ÿ«Ï∆°æ∆,106.9,110.5,106.18,110.2,110.16,-3.26,-2.9593,0.7228,3498038,376335665.0,51736521066.2,51736521066.2
2022-09-01,'600132,÷ÿ«Ï∆°æ∆,110.16,112.01,109.95,112.0,111.7,-1.54,-1.3787,0.7027,3400868,376613123.0,53314267171.7,53314267171.7
2022-08-31,'600132,÷ÿ«Ï∆°æ∆,111.7,112.58,107.1,108.6,108.25,3.45,3.1871,1.1867,5743498,640267476.0,54059582816.6,54059582816.6
2022-08-30,'600132,÷ÿ«Ï∆°æ∆,108.25,109.5,106.87,107.82,108.5,-0.25,-0.2304,0.6096,2950490,318367408.0,52389882183.5,52389882183.5
2022-08-29,'600132,÷ÿ«Ï∆°æ∆,108.5,110.15,107.99,108.57,111.0,-2.5,-2.2523,0.7212,3490471,379432184.0,52510874983.0,52510874983.0
2022-08-26,'600132,÷ÿ«Ï∆°æ∆,111.0,115.0,110.23,110.23,110.0,1.0,0.9091,1.1983,5799606,652902468.0,53720802978.0,53720802978.0
2022-08-25,'600132,÷ÿ«Ï∆°æ∆,110.0,110.35,105.51,106.69,105.89,4.11,3.8814,1.1491,5561114,603035875.0,53236831780.0,53236831780.0
2022-08-24,'600132,÷ÿ«Ï∆°æ∆,105.89,108.6,104.9,107.11,107.11,-1.22,-1.139,1.0494,5078923,541280565.0,51247710156.2,51247710156.2
2022-08-23,'600132,÷ÿ«Ï∆°æ∆,107.11,110.6,106.73,110.27,110.59,-3.48,-3.1468,1.0521,5091797,548288699.0,51838155017.8,51838155017.8
2022-08-22,'600132,÷ÿ«Ï∆°æ∆,110.59,111.6,108.71,109.01,110.5,0.09,0.0814,0.5283,2556994,282461638.0,53522374786.8,53522374786.8
2022-08-19,'600132,÷ÿ«Ï∆°æ∆,110.5,113.85,110.39,112.65,114.0,-3.5,-3.0702,1.0394,5030426,561619510.0,53478817379.0,53478817379.0
2022-08-18,'600132,÷ÿ«Ï∆°æ∆,114.0,119.36,112.5,117.0,115.38,-1.38,-1.196,1.6653,8059587,925803246.0,55172716572.0,55172716572.0
2022-08-17,'600132,÷ÿ«Ï∆°æ∆,115.38,115.7,111.51,114.98,114.92,0.46,0.4003,0.7544,3650850,416141173.0,55840596825.2,55840596825.2
2022-08-16,'600132,÷ÿ«Ï∆°æ∆,114.92,117.72,114.0,117.0,117.26,-2.34,-1.9956,0.769,3721644,429511265.0,55617970074.2,55617970074.2
2022-08-15,'600132,÷ÿ«Ï∆°æ∆,117.26,117.95,115.5,117.72,117.93,-0.67,-0.5681,0.4238,2051207,239430232.0,56750462677.5,56750462677.5
2022-08-12,'600132,÷ÿ«Ï∆°æ∆,117.93,119.4,115.83,116.71,116.55,1.38,1.184,0.4979,2409790,283424195.0,57074723380.1,57074723380.1
2022-08-11,'600132,÷ÿ«Ï∆°æ∆,116.55,116.56,113.89,114.7,114.45,2.1,1.8349,0.5929,2869368,331785207.0,56406843126.9,56406843126.9
2022-08-10,'600132,÷ÿ«Ï∆°æ∆,114.45,120.39,113.46,119.3,120.43,-5.98,-4.9655,0.8972,4342070,502489027.0,55390503611.1,55390503611.1
2022-08-09,'600132,÷ÿ«Ï∆°æ∆,120.43,120.55,115.39,117.31,118.85,1.58,1.3294,0.7043,3408589,403154077.0,58284651375.1,58284651375.1
2022-08-08,'600132,÷ÿ«Ï∆°æ∆,118.85,123.48,118.4,122.34,123.49,-4.64,-3.7574,0.7848,3798209,454969874.0,57519976882.3,57519976882.3
2022-08-05,'600132,÷ÿ«Ï∆°æ∆,123.49,123.69,121.11,122.45,122.35,1.14,0.9318,0.4208,2036726,249774902.0,59765603241.0,59765603241.0
2022-08-04,'600132,÷ÿ«Ï∆°æ∆,122.35,125.53,120.29,124.81,124.13,-1.78,-1.434,0.687,3324877,406535120.0,59213876075.3,59213876075.3
2022-08-03,'600132,÷ÿ«Ï∆°æ∆,124.13,128.18,123.79,126.21,125.85,-1.72,-1.3667,0.5499,2661462,333549815.0,60075344807.7,60075344807.7
2022-08-02,'600132,÷ÿ«Ï∆°æ∆,125.85,128.67,124.17,126.95,127.98,-2.13,-1.6643,0.5776,2795222,353385589.0,60907775268.3,60907775268.3
2022-08-01,'600132,÷ÿ«Ï∆°æ∆,127.98,129.49,121.8,122.0,122.9,5.08,4.1334,0.8961,4337052,552693167.0,61938633920.0,61938633920.0
2022-07-29,'600132,÷ÿ«Ï∆°æ∆,122.9,125.36,122.12,124.0,126.08,-3.18,-2.5222,0.6008,2907926,358553962.0,59480060234.2,59480060234.2
2022-07-28,'600132,÷ÿ«Ï∆°æ∆,126.08,130.03,125.68,129.28,128.7,-2.62,-2.0357,0.5477,2650733,338079252.0,61019088643.8,61019088643.8
2022-07-27,'600132,÷ÿ«Ï∆°æ∆,128.7,131.22,127.88,129.02,129.72,-1.02,-0.7863,0.4144,2005643,259071310.0,62287093182.6,62287093182.6
2022-07-26,'600132,÷ÿ«Ï∆°æ∆,129.72,131.0,127.0,127.0,127.24,2.48,1.9491,0.6234,3016928,391341889.0,62780743804.6,62780743804.6
2022-07-25,'600132,÷ÿ«Ï∆°æ∆,127.24,127.97,122.99,123.26,124.05,3.19,2.5715,0.6998,3386631,427746783.0,61580495233.5,61580495233.5
2022-07-22,'600132,÷ÿ«Ï∆°æ∆,124.05,127.77,122.95,127.47,126.69,-2.64,-2.0838,0.7092,3432386,427693328.0,60036627111.9,60036627111.9
2022-07-21,'600132,÷ÿ«Ï∆°æ∆,126.69,130.3,125.91,129.0,131.05,-4.36,-3.327,0.8087,3914054,498816138.0,61314311074.6,61314311074.6
2022-07-20,'600132,÷ÿ«Ï∆°æ∆,131.05,134.0,130.0,130.51,130.25,0.8,0.6142,0.6061,2933380,385999426.0,63424425497.9,63424425497.9
2022-07-19,'600132,÷ÿ«Ï∆°æ∆,130.25,131.49,128.3,130.46,130.42,-0.17,-0.1303,0.5043,2440719,316214822.0,63037248539.5,63037248539.5
2022-07-18,'600132,÷ÿ«Ï∆°æ∆,130.42,133.5,127.13,131.94,132.58,-2.16,-1.6292,0.709,3431512,445579058.0,63119523643.2,63119523643.2
2022-07-15,'600132,÷ÿ«Ï∆°æ∆,132.58,136.0,129.02,129.5,130.35,2.23,1.7108,0.8387,4059117,543193461.0,64164901430.8,64164901430.8
2022-07-14,'600132,÷ÿ«Ï∆°æ∆,130.35,132.6,129.01,130.15,130.89,-0.54,-0.4126,0.6356,3076225,401690837.0,63085645659.3,63085645659.3
2022-07-13,'600132,÷ÿ«Ï∆°æ∆,130.89,133.2,129.06,129.11,129.12,1.77,1.3708,0.5062,2449821,321756520.0,63346990106.2,63346990106.2
2022-07-12,'600132,÷ÿ«Ï∆°æ∆,129.12,134.18,129.01,132.16,133.0,-3.88,-2.9173,0.5265,2548148,333055625.0,62490361085.8,62490361085.8
2022-07-11,'600132,÷ÿ«Ï∆°æ∆,133.0,135.5,129.97,133.6,135.48,-2.48,-1.8305,0.6015,2911269,383353242.0,64368169334.0,64368169334.0
2022-07-08,'600132,÷ÿ«Ï∆°æ∆,135.48,138.0,134.5,137.0,134.74,0.74,0.5492,0.6593,3190924,434614101.0,65568417905.0,65568417905.0
2022-07-07,'600132,÷ÿ«Ï∆°æ∆,134.74,136.16,129.82,136.06,134.88,-0.14,-0.1038,0.628,3039293,403127416.0,65210279218.5,65210279218.5
2022-07-06,'600132,÷ÿ«Ï∆°æ∆,134.88,141.0,133.02,138.59,141.66,-6.78,-4.7861,0.9804,4744956,644972548.0,65278035186.2,65278035186.2
2022-07-05,'600132,÷ÿ«Ï∆°æ∆,141.66,144.49,137.01,143.34,143.09,-1.43,-0.9994,1.0708,5182348,723680015.0,68559359908.7,68559359908.7
2022-07-04,'600132,÷ÿ«Ï∆°æ∆,143.09,144.0,139.88,142.5,144.96,-1.87,-1.29,0.939,4544348,644393197.0,69251438721.8,69251438721.8
2022-07-01,'600132,÷ÿ«Ï∆°æ∆,144.96,148.0,142.0,146.0,146.6,-1.64,-1.1187,0.5596,2708374,389597174.0,70156464862.1,70156464862.1
2022-06-30,'600132,÷ÿ«Ï∆°æ∆,146.6,151.8,140.2,140.2,138.8,7.8,5.6196,1.0968,5308080,777136653.0,70950177626.8,70950177626.8
2022-06-29,'600132,÷ÿ«Ï∆°æ∆,138.8,143.2,138.51,141.2,141.2,-2.4,-1.6997,0.6906,3342547,468367841.0,67175202282.4,67175202282.4
2022-06-28,'600132,÷ÿ«Ï∆°æ∆,141.2,141.84,136.87,139.0,138.37,2.83,2.0452,0.6552,3171094,441809652.0,68336733157.6,68336733157.6
2022-06-27,'600132,÷ÿ«Ï∆°æ∆,138.37,139.99,133.77,133.77,132.9,5.47,4.1159,1.1195,5417986,745298075.0,66967094667.3,66967094667.3
2022-06-24,'600132,÷ÿ«Ï∆°æ∆,132.9,134.3,129.12,129.12,130.46,2.44,1.8703,0.8344,4038149,532173444.0,64319772214.2,64319772214.2
2022-06-23,'600132,÷ÿ«Ï∆°æ∆,130.46,131.85,127.47,130.0,130.88,-0.42,-0.3209,0.6235,3017755,390641380.0,63138882491.1,63138882491.1
2022-06-22,'600132,÷ÿ«Ï∆°æ∆,130.88,136.39,130.8,133.21,133.3,-2.42,-1.8155,0.5651,2734846,363313825.0,63342150394.2,63342150394.2
2022-06-21,'600132,÷ÿ«Ï∆°æ∆,133.3,135.46,127.5,128.87,130.25,3.05,2.3417,0.9332,4516360,603005513.0,64513360693.4,64513360693.4
2022-06-20,'600132,÷ÿ«Ï∆°æ∆,130.25,130.97,125.5,126.95,126.96,3.29,2.5914,0.691,3344039,431922429.0,63037248539.5,63037248539.5
2022-06-17,'600132,÷ÿ«Ï∆°æ∆,126.96,127.0,121.0,121.01,122.91,4.05,3.2951,0.7755,3753427,470143575.0,61444983298.1,61444983298.1
2022-06-16,'600132,XD÷ÿ«Ï∆°,122.91,125.68,122.86,124.25,123.88,-0.97,-0.783,0.5165,2499690,310283424.0,59484899946.2,59484899946.2
2022-06-15,'600132,÷ÿ«Ï∆°æ∆,125.88,127.5,121.21,122.4,122.4,3.48,2.8431,0.9073,4391100,547905424.0,60922294404.2,60922294404.2
2022-06-14,'600132,÷ÿ«Ï∆°æ∆,122.4,123.45,119.2,119.5,121.04,1.36,1.1236,0.5828,2820587,342036888.0,59238074635.2,59238074635.2
2022-06-13,'600132,÷ÿ«Ï∆°æ∆,121.04,122.99,119.2,122.3,124.82,-3.78,-3.0284,0.9031,4370943,526775433.0,58579873805.9,58579873805.9
2022-06-10,'600132,÷ÿ«Ï∆°æ∆,124.82,126.44,124.1,126.0,126.5,-1.68,-1.3281,0.7282,3524127,439618690.0,60409284934.4,60409284934.4
2022-06-09,'600132,÷ÿ«Ï∆°æ∆,126.5,131.43,126.08,130.52,131.5,-5.0,-3.8023,0.6363,3079622,394059932.0,61222356547.0,61222356547.0
2022-06-08,'600132,÷ÿ«Ï∆°æ∆,131.5,133.48,128.3,128.56,128.96,2.54,1.9696,0.682,3300457,432654315.0,63642212537.0,63642212537.0
2022-06-07,'600132,÷ÿ«Ï∆°æ∆,128.96,130.6,126.98,128.98,128.48,0.48,0.3736,0.6027,2917093,376880237.0,62412925694.1,62412925694.1
2022-06-06,'600132,÷ÿ«Ï∆°æ∆,128.48,128.96,123.2,126.0,127.0,1.48,1.1654,0.8289,4011691,509045793.0,62180619519.0,62180619519.0
2022-06-02,'600132,÷ÿ«Ï∆°æ∆,127.0,128.15,125.0,125.7,128.21,-1.21,-0.9438,0.5483,2653694,335836820.0,61464342146.0,61464342146.0
2022-06-01,'600132,÷ÿ«Ï∆°æ∆,128.21,130.8,126.5,129.85,129.82,-1.61,-1.2402,0.5661,2739913,350189134.0,62049947295.6,62049947295.6
2022-05-31,'600132,÷ÿ«Ï∆°æ∆,129.82,130.51,123.85,125.36,125.44,4.38,3.4917,1.3001,6291892,807403639.0,62829140924.4,62829140924.4
2022-05-30,'600132,÷ÿ«Ï∆°æ∆,125.44,125.8,119.0,119.11,116.67,8.77,7.5169,1.2458,6029259,745611539.0,60709347077.1,60709347077.1
2022-05-27,'600132,÷ÿ«Ï∆°æ∆,116.67,120.21,116.12,118.67,117.81,-1.14,-0.9677,0.6941,3359038,397436053.0,56464919670.7,56464919670.7
2022-05-26,'600132,÷ÿ«Ï∆°æ∆,117.81,118.66,113.16,114.7,115.4,2.41,2.0884,0.9755,4721254,549717742.0,57016646836.4,57016646836.4
2022-05-25,'600132,÷ÿ«Ï∆°æ∆,115.4,115.97,113.0,113.98,113.96,1.44,1.2636,0.6105,2954568,337550256.0,55850276249.2,55850276249.2
2022-05-24,'600132,÷ÿ«Ï∆°æ∆,113.96,119.9,113.8,119.04,119.74,-5.78,-4.8271,0.7377,3570150,414393341.0,55153357724.1,55153357724.1
2022-05-23,'600132,÷ÿ«Ï∆°æ∆,119.74,122.6,119.46,122.0,121.93,-2.19,-1.7961,0.5104,2470374,296588076.0,57950711248.5,57950711248.5
2022-05-20,'600132,÷ÿ«Ï∆°æ∆,121.93,121.99,115.9,115.9,115.92,6.01,5.1846,0.775,3750759,450828367.0,59010608172.1,59010608172.1
2022-05-19,'600132,÷ÿ«Ï∆°æ∆,115.92,117.47,114.8,115.74,118.33,-2.41,-2.0367,0.598,2894023,334989834.0,56101941272.2,56101941272.2
2022-05-18,'600132,÷ÿ«Ï∆°æ∆,118.33,119.82,116.33,119.5,118.8,-0.47,-0.3956,0.6148,2975540,351016692.0,57268311859.3,57268311859.3
2022-05-17,'600132,÷ÿ«Ï∆°æ∆,118.8,120.29,117.9,119.5,119.5,-0.7,-0.5858,0.4941,2391459,283972071.0,57495778322.4,57495778322.4
2022-05-16,'600132,÷ÿ«Ï∆°æ∆,119.5,123.85,118.46,122.98,121.6,-2.1,-1.727,0.5962,2885418,348010263.0,57834558161.0,57834558161.0
2022-05-13,'600132,÷ÿ«Ï∆°æ∆,121.6,122.0,119.22,121.0,121.0,0.6,0.4959,0.6963,3369801,406942539.0,58850897676.8,58850897676.8
2022-05-12,'600132,÷ÿ«Ï∆°æ∆,121.0,122.5,118.16,120.01,120.39,0.61,0.5067,0.6696,3240531,391840788.0,58560514958.0,58560514958.0
2022-05-11,'600132,÷ÿ«Ï∆°æ∆,120.39,123.88,114.71,115.38,115.6,4.79,4.1436,1.2187,5897987,712927286.0,58265292527.2,58265292527.2
2022-05-10,'600132,÷ÿ«Ï∆°æ∆,115.6,116.55,106.01,109.11,111.2,4.4,3.9568,1.195,5783279,647849347.0,55947070488.8,55947070488.8
2022-05-09,'600132,÷ÿ«Ï∆°æ∆,111.2,112.0,108.35,109.95,112.0,-0.8,-0.7143,0.7093,3432675,377695124.0,53817597217.6,53817597217.6
2022-05-06,'600132,÷ÿ«Ï∆°æ∆,112.0,120.0,111.29,119.99,123.66,-11.66,-9.4291,1.4963,7241868,822693545.0,54204774176.0,54204774176.0
2022-05-05,'600132,÷ÿ«Ï∆°æ∆,123.66,128.46,122.7,128.46,125.45,-1.79,-1.4269,0.8524,4125444,513307265.0,59847878344.7,59847878344.7
2022-04-29,'600132,÷ÿ«Ï∆°æ∆,125.45,129.78,121.99,127.89,126.4,-0.95,-0.7516,1.137,5502881,690871227.0,60714186789.1,60714186789.1
2022-04-28,'600132,÷ÿ«Ï∆°æ∆,126.4,130.5,124.38,126.6,125.96,0.44,0.3493,0.9664,4677020,594731044.0,61173959427.2,61173959427.2
2022-04-27,'600132,÷ÿ«Ï∆°æ∆,125.96,126.98,120.02,124.7,125.05,0.91,0.7277,1.0795,5224315,645634504.0,60961012100.1,60961012100.1
2022-04-26,'600132,÷ÿ«Ï∆°æ∆,125.05,128.9,123.2,123.8,123.0,2.05,1.6667,0.9746,4716939,593409799.0,60520598309.9,60520598309.9
2022-04-25,'600132,÷ÿ«Ï∆°æ∆,123.0,126.26,120.3,124.56,127.28,-4.28,-3.3627,0.7873,3810249,470752350.0,59528457354.0,59528457354.0
2022-04-22,'600132,÷ÿ«Ï∆°æ∆,127.28,127.67,121.38,122.19,123.57,3.71,3.0023,0.8731,4225394,528003632.0,61599854081.4,61599854081.4
2022-04-21,'600132,÷ÿ«Ï∆°æ∆,123.57,126.53,121.0,124.0,125.36,-1.79,-1.4279,0.7726,3739283,465411935.0,59804320936.9,59804320936.9
2022-04-20,'600132,÷ÿ«Ï∆°æ∆,125.36,128.49,120.61,121.75,122.51,2.85,2.3263,0.986,4771716,596274633.0,60670629381.3,60670629381.3
2022-04-19,'600132,÷ÿ«Ï∆°æ∆,122.51,124.98,121.5,123.83,123.84,-1.33,-1.074,0.6934,3355932,412599241.0,59291311467.0,59291311467.0
2022-04-18,'600132,÷ÿ«Ï∆°æ∆,123.84,126.06,121.59,123.96,124.3,-0.46,-0.3701,0.625,3024609,374747920.0,59934993160.3,59934993160.3
2022-04-15,'600132,÷ÿ«Ï∆°æ∆,124.3,129.07,120.03,120.05,122.5,1.8,1.4694,1.0746,5200611,647756156.0,60157619911.4,60157619911.4
2022-04-14,'600132,÷ÿ«Ï∆°æ∆,122.5,123.99,117.0,118.5,115.88,6.62,5.7128,1.1659,5642659,687086923.0,59286471755.0,59286471755.0
2022-04-13,'600132,÷ÿ«Ï∆°æ∆,115.88,119.54,112.45,112.5,114.86,1.02,0.888,1.6308,7892581,916489829.0,56082582424.2,56082582424.2
2022-04-12,'600132,÷ÿ«Ï∆°æ∆,114.86,116.5,105.0,105.3,106.09,8.77,8.2666,1.3055,6318367,701676893.0,55588931802.3,55588931802.3
2022-04-11,'600132,÷ÿ«Ï∆°æ∆,106.09,108.99,104.3,108.28,109.26,-3.17,-2.9013,0.7719,3735912,395423613.0,51344504395.8,51344504395.8
2022-04-08,'600132,÷ÿ«Ï∆°æ∆,109.26,113.42,108.0,110.24,109.86,-0.6,-0.5461,0.6745,3264260,361110890.0,52878693093.5,52878693093.5
2022-04-07,'600132,÷ÿ«Ï∆°æ∆,109.86,113.13,108.9,109.71,109.72,0.14,0.1276,0.6359,3077562,340963585.0,53169075812.3,53169075812.3
2022-04-06,'600132,÷ÿ«Ï∆°æ∆,109.72,112.0,108.5,112.0,112.16,-2.44,-2.1755,0.8397,4063817,446112802.0,53101319844.6,53101319844.6
2022-04-01,'600132,÷ÿ«Ï∆°æ∆,112.16,113.36,105.39,106.1,107.23,4.93,4.5976,1.0641,5149897,571650731.0,54282209567.7,54282209567.7
2022-03-31,'600132,÷ÿ«Ï∆°æ∆,107.23,109.3,104.01,104.6,105.42,1.81,1.7169,0.7401,3581655,383837949.0,51896231561.5,51896231561.5
2022-03-30,'600132,÷ÿ«Ï∆°æ∆,105.42,105.55,100.68,101.35,100.55,4.87,4.8434,0.7655,3704775,382194791.0,51020243693.2,51020243693.2
2022-03-29,'600132,÷ÿ«Ï∆°æ∆,100.55,104.0,100.0,103.3,102.75,-2.2,-2.1411,0.7442,3601846,364873826.0,48663303958.9,48663303958.9
2022-03-28,'600132,÷ÿ«Ï∆°æ∆,102.75,105.16,101.75,105.16,107.0,-4.25,-3.972,1.1671,5648446,581394087.0,49728040594.5,49728040594.5
2022-03-25,'600132,÷ÿ«Ï∆°æ∆,107.0,114.79,106.77,114.79,113.94,-6.94,-6.0909,1.0282,4976224,545471649.0,51784918186.0,51784918186.0
2022-03-24,'600132,÷ÿ«Ï∆°æ∆,113.94,117.1,113.6,116.43,117.95,-4.01,-3.3997,0.57,2758629,316766887.0,55143678300.1,55143678300.1
2022-03-23,'600132,÷ÿ«Ï∆°æ∆,117.95,118.3,115.01,116.81,116.5,1.45,1.2446,0.5813,2813527,330407435.0,57084402804.1,57084402804.1
2022-03-22,'600132,÷ÿ«Ï∆°æ∆,116.5,118.79,116.0,118.74,118.0,-1.5,-1.2712,0.3442,1665766,194890951.0,56382644567.0,56382644567.0
2022-03-21,'600132,÷ÿ«Ï∆°æ∆,118.0,120.98,115.98,119.0,118.98,-0.98,-0.8237,0.53,2564871,302625137.0,57108601364.0,57108601364.0
