»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2021-02-10,'600132,÷ÿ«Ï∆°æ∆,162.0,164.4,151.5,154.21,154.21,7.79,5.0516,0.6043,2924852,461804065.0,78403334076.0,78403334076.0
2021-02-09,'600132,÷ÿ«Ï∆°æ∆,154.21,157.19,146.03,148.2,151.37,2.84,1.8762,0.5569,2695436,409683668.0,74633198443.6,74633198443.6
2021-02-08,'600132,÷ÿ«Ï∆°æ∆,151.37,152.0,141.5,141.88,140.87,10.5,7.4537,0.8746,4232619,622711714.0,73258720241.3,73258720241.3
2021-02-05,'600132,÷ÿ«Ï∆°æ∆,140.87,141.59,132.21,134.2,135.57,5.3,3.9094,0.6539,3164837,436682253.0,68177022662.3,68177022662.3
2021-02-04,'600132,÷ÿ«Ï∆°æ∆,135.57,138.8,134.4,135.45,137.07,-1.5,-1.0943,0.4839,2341944,319463888.0,65611975312.9,65611975312.9
2021-02-03,'600132,÷ÿ«Ï∆°æ∆,137.07,139.65,132.45,135.0,136.89,0.18,0.1315,0.8147,3942983,535035174.0,66337932109.9,66337932109.9
2021-02-02,'600132,÷ÿ«Ï∆°æ∆,136.89,139.2,128.86,128.88,128.88,8.01,6.2151,0.9109,4408456,592715979.0,66250817294.2,66250817294.2
2021-02-01,'600132,÷ÿ«Ï∆°æ∆,128.88,138.5,128.84,131.0,134.36,-5.48,-4.0786,0.8486,4106862,546004373.0,62374207998.2,62374207998.2
2021-01-29,'600132,÷ÿ«Ï∆°æ∆,134.36,137.0,129.3,131.03,131.03,3.33,2.5414,0.5447,2636155,352626785.0,65026370163.3,65026370163.3
2021-01-28,'600132,÷ÿ«Ï∆°æ∆,131.03,133.3,128.56,130.03,131.82,-0.79,-0.5993,0.4148,2007637,263222315.0,63414746073.9,63414746073.9
2021-01-27,'600132,÷ÿ«Ï∆°æ∆,131.82,133.24,129.3,131.99,133.58,-1.76,-1.3176,0.4674,2262230,297494767.0,63797083320.4,63797083320.4
2021-01-26,'600132,÷ÿ«Ï∆°æ∆,133.58,136.8,132.3,136.74,136.71,-3.13,-2.2895,0.5325,2576987,345724873.0,64648872628.8,64648872628.8
2021-01-25,'600132,÷ÿ«Ï∆°æ∆,136.71,141.0,135.0,138.52,139.7,-2.99,-2.1403,0.8343,4037790,557025674.0,66163702478.6,66163702478.6
2021-01-22,'600132,÷ÿ«Ï∆°æ∆,139.7,142.21,129.76,131.7,131.33,8.37,6.3733,0.8033,3887729,532709038.0,67610776360.6,67610776360.6
2021-01-21,'600132,÷ÿ«Ï∆°æ∆,131.33,134.0,128.5,129.7,129.49,1.84,1.421,0.5101,2468860,323827123.0,63559937433.3,63559937433.3
2021-01-20,'600132,÷ÿ«Ï∆°æ∆,129.49,130.7,120.63,122.06,121.57,7.92,6.5148,0.6648,3217291,407688519.0,62669430429.0,62669430429.0
2021-01-19,'600132,÷ÿ«Ï∆°æ∆,121.57,127.1,121.11,124.2,124.2,-2.63,-2.1176,0.685,3315208,411392373.0,58836378540.9,58836378540.9
2021-01-18,'600132,÷ÿ«Ï∆°æ∆,124.2,125.94,119.65,124.9,124.94,-0.74,-0.5923,0.6778,3280258,404657874.0,60109222791.6,60109222791.6
2021-01-15,'600132,÷ÿ«Ï∆°æ∆,124.94,125.79,116.0,119.99,121.25,3.69,3.0433,0.7703,3728202,452939484.0,60467361478.1,60467361478.1
2021-01-14,'600132,÷ÿ«Ï∆°æ∆,121.25,126.15,119.99,125.6,125.0,-3.75,-3.0,0.7612,3683863,450494255.0,58681507757.5,58681507757.5
2021-01-13,'600132,÷ÿ«Ï∆°æ∆,125.0,129.99,123.0,129.99,128.99,-3.99,-3.0933,0.7987,3865706,484761059.0,60496399750.0,60496399750.0
2021-01-12,'600132,÷ÿ«Ï∆°æ∆,128.99,131.49,127.5,128.06,128.5,0.49,0.3813,0.5022,2430384,313477849.0,62427444830.0,62427444830.0
2021-01-11,'600132,÷ÿ«Ï∆°æ∆,128.5,131.99,126.3,130.19,131.98,-3.48,-2.6368,0.7095,3433977,443122916.0,62190298943.0,62190298943.0
2021-01-08,'600132,÷ÿ«Ï∆°æ∆,131.98,133.5,128.51,132.5,132.11,-0.13,-0.0984,0.5595,2708024,355758492.0,63874518712.0,63874518712.0
2021-01-07,'600132,÷ÿ«Ï∆°æ∆,132.11,132.2,127.8,131.0,130.74,1.37,1.0479,0.4461,2158962,281226551.0,63937434967.8,63937434967.8
2021-01-06,'600132,÷ÿ«Ï∆°æ∆,130.74,133.33,127.29,129.9,130.12,0.62,0.4765,0.5604,2712182,352695277.0,63274394426.5,63274394426.5
2021-01-05,'600132,÷ÿ«Ï∆°æ∆,130.12,131.35,119.59,121.0,120.59,9.53,7.9028,0.73,3532803,446879295.0,62974332283.8,62974332283.8
2021-01-04,'600132,÷ÿ«Ï∆°æ∆,120.59,121.1,117.69,119.22,118.99,1.6,1.3447,0.5647,2733094,327426540.0,58362086766.8,58362086766.8
2020-12-31,'600132,÷ÿ«Ï∆°æ∆,118.99,119.86,116.37,116.37,117.37,1.62,1.3803,0.4735,2291614,271207348.0,57587732850.0,57587732850.0
2020-12-30,'600132,÷ÿ«Ï∆°æ∆,117.37,117.5,114.0,114.36,115.36,2.01,1.7424,0.4754,2301026,268468347.0,56803699509.3,56803699509.3
2020-12-29,'600132,÷ÿ«Ï∆°æ∆,115.36,118.1,114.31,115.4,115.4,-0.04,-0.0347,0.4078,1973450,228408523.0,55830917401.3,55830917401.3
2020-12-28,'600132,÷ÿ«Ï∆°æ∆,115.4,117.77,113.65,113.65,114.19,1.21,1.0596,0.5655,2736898,316629396.0,55850276249.2,55850276249.2
2020-12-25,'600132,÷ÿ«Ï∆°æ∆,114.19,115.99,111.0,113.58,113.58,0.61,0.5371,0.4447,2152145,244495737.0,55264671099.6,55264671099.6
2020-12-24,'600132,÷ÿ«Ï∆°æ∆,113.58,116.82,113.0,116.82,117.82,-4.24,-3.5987,0.5482,2653018,302986583.0,54969448668.8,54969448668.8
2020-12-23,'600132,÷ÿ«Ï∆°æ∆,117.82,120.57,115.87,117.03,116.57,1.25,1.0723,0.7793,3771762,445230078.0,57021486548.4,57021486548.4
2020-12-22,'600132,÷ÿ«Ï∆°æ∆,116.57,119.44,114.88,114.98,115.41,1.16,1.0051,0.5191,2512463,294232806.0,56416522550.9,56416522550.9
2020-12-21,'600132,÷ÿ«Ï∆°æ∆,115.41,118.2,114.51,117.0,116.99,-1.58,-1.3505,0.5534,2678455,311175307.0,55855115961.2,55855115961.2
2020-12-18,'600132,÷ÿ«Ï∆°æ∆,116.99,120.66,116.35,119.01,119.99,-3.0,-2.5002,0.4961,2400922,283643197.0,56619790454.0,56619790454.0
2020-12-17,'600132,÷ÿ«Ï∆°æ∆,119.99,121.54,118.82,119.38,119.82,0.17,0.1419,0.5059,2448627,293958932.0,58071704048.0,58071704048.0
2020-12-16,'600132,÷ÿ«Ï∆°æ∆,119.82,123.0,118.26,120.36,120.26,-0.44,-0.3659,0.4547,2200711,264416009.0,57989428944.4,57989428944.4
2020-12-15,'600132,÷ÿ«Ï∆°æ∆,120.26,123.0,119.5,120.44,122.0,-1.74,-1.4262,0.3847,1861641,225652643.0,58202376271.5,58202376271.5
2020-12-14,'600132,÷ÿ«Ï∆°æ∆,122.0,122.95,117.2,122.54,119.28,2.72,2.2803,0.5541,2681897,323298929.0,59044486156.0,59044486156.0
2020-12-11,'600132,÷ÿ«Ï∆°æ∆,119.28,121.0,117.11,118.88,117.74,1.54,1.308,0.4366,2112914,251515289.0,57728084497.4,57728084497.4
2020-12-10,'600132,÷ÿ«Ï∆°æ∆,117.74,119.97,116.02,118.35,119.35,-1.61,-1.349,0.4431,2144436,253218392.0,56982768852.5,56982768852.5
2020-12-09,'600132,÷ÿ«Ï∆°æ∆,119.35,120.7,116.8,117.94,117.03,2.32,1.9824,0.5019,2429289,288928445.0,57761962481.3,57761962481.3
2020-12-08,'600132,÷ÿ«Ï∆°æ∆,117.03,118.11,115.49,116.8,116.8,0.23,0.1969,0.3697,1789466,209159736.0,56639149301.9,56639149301.9
2020-12-07,'600132,÷ÿ«Ï∆°æ∆,116.8,118.8,115.5,116.38,116.51,0.29,0.2489,0.7374,3568938,417188558.0,56527835926.4,56527835926.4
2020-12-04,'600132,÷ÿ«Ï∆°æ∆,116.51,116.51,104.6,105.03,105.92,10.59,9.9981,0.7716,3734099,427093820.0,56387484279.0,56387484279.0
2020-12-03,'600132,÷ÿ«Ï∆°æ∆,105.92,106.6,103.06,104.4,104.39,1.53,1.4657,0.3741,1810480,190285668.0,51262229292.2,51262229292.2
2020-12-02,'600132,÷ÿ«Ï∆°æ∆,104.39,107.05,103.57,107.05,105.24,-0.85,-0.8077,0.3698,1789941,187248584.0,50521753359.2,50521753359.2
2020-12-01,'600132,÷ÿ«Ï∆°æ∆,105.24,105.55,102.32,104.0,105.0,0.24,0.2286,0.4808,2327106,243511987.0,50933128877.5,50933128877.5
2020-11-30,'600132,÷ÿ«Ï∆°æ∆,105.0,108.63,102.5,108.63,108.3,-3.3,-3.0471,0.6251,3025207,315658027.0,50816975790.0,50816975790.0
2020-11-27,'600132,÷ÿ«Ï∆°æ∆,108.3,109.86,106.2,109.1,108.22,0.08,0.0739,0.2783,1346970,146024788.0,52414080743.4,52414080743.4
2020-11-26,'600132,÷ÿ«Ï∆°æ∆,108.22,112.0,104.4,111.45,109.39,-1.17,-1.0696,0.5515,2669047,285441793.0,52375363047.6,52375363047.6
2020-11-25,'600132,÷ÿ«Ï∆°æ∆,109.39,114.0,107.0,113.34,113.2,-3.81,-3.3657,0.7783,3766944,412286459.0,52941609349.2,52941609349.2
2020-11-24,'600132,÷ÿ«Ï∆°æ∆,113.2,114.87,107.12,109.5,109.23,3.97,3.6345,0.6031,2918846,326340881.0,54785539613.6,54785539613.6
2020-11-23,'600132,÷ÿ«Ï∆°æ∆,109.23,111.6,106.92,109.92,108.3,0.93,0.8587,0.5101,2468633,268843010.0,52864173957.5,52864173957.5
2020-11-20,'600132,÷ÿ«Ï∆°æ∆,108.3,109.5,102.35,104.2,104.36,3.94,3.7754,0.72,3484617,373382768.0,52414080743.4,52414080743.4
2020-11-19,'600132,÷ÿ«Ï∆°æ∆,104.36,105.1,99.5,101.39,101.62,2.74,2.6963,0.7738,3744833,386497693.0,50507234223.3,50507234223.3
2020-11-18,'600132,÷ÿ«Ï∆°æ∆,101.62,102.28,99.01,99.93,100.99,0.63,0.6238,0.6871,3325280,336830980.0,49181153140.8,49181153140.8
2020-11-17,'600132,÷ÿ«Ï∆°æ∆,100.99,104.48,99.47,104.48,103.2,-2.21,-2.1415,0.4343,2101686,212779606.0,48876251286.0,48876251286.0
2020-11-16,'600132,÷ÿ«Ï∆°æ∆,103.2,105.14,101.75,105.0,103.86,-0.66,-0.6355,0.4446,2151645,221759209.0,49945827633.6,49945827633.6
2020-11-13,'600132,÷ÿ«Ï∆°æ∆,103.86,106.85,103.51,106.31,106.53,-2.67,-2.5063,0.431,2085900,218829741.0,50265248624.3,50265248624.3
2020-11-12,'600132,÷ÿ«Ï∆°æ∆,106.53,107.0,103.16,106.03,104.51,2.02,1.9328,0.5827,2820007,297957737.0,51557451722.9,51557451722.9
2020-11-11,'600132,÷ÿ«Ï∆°æ∆,104.51,108.83,103.98,107.05,107.05,-2.54,-2.3727,0.4871,2357540,250735664.0,50579829903.0,50579829903.0
2020-11-10,'600132,÷ÿ«Ï∆°æ∆,107.05,109.4,103.62,104.53,105.58,1.47,1.3923,0.7033,3403592,363040808.0,51809116745.9,51809116745.9
2020-11-09,'600132,÷ÿ«Ï∆°æ∆,105.58,109.44,104.01,109.0,107.0,-1.42,-1.3271,0.654,3165088,336069138.0,51097679084.8,51097679084.8
2020-11-06,'600132,÷ÿ«Ï∆°æ∆,107.0,109.98,104.8,109.98,108.64,-1.64,-1.5096,0.4093,1980683,211030886.0,51784918186.0,51784918186.0
2020-11-05,'600132,÷ÿ«Ï∆°æ∆,108.64,109.5,105.8,108.19,106.17,2.47,2.3265,0.4415,2136550,230777053.0,52578630950.7,52578630950.7
2020-11-04,'600132,÷ÿ«Ï∆°æ∆,106.17,107.0,102.99,104.68,104.68,1.49,1.4234,0.4683,2266380,238538101.0,51383222091.7,51383222091.7
2020-11-03,'600132,÷ÿ«Ï∆°æ∆,104.68,107.77,103.6,107.0,105.92,-1.24,-1.1707,0.4161,2013678,211363600.0,50662105006.6,50662105006.6
2020-11-02,'600132,÷ÿ«Ï∆°æ∆,105.92,108.5,105.49,106.62,106.92,-1.0,-0.9353,0.4324,2092690,223118354.0,51262229292.2,51262229292.2
2020-10-30,'600132,÷ÿ«Ï∆°æ∆,106.92,109.85,105.09,109.53,106.69,0.23,0.2156,0.3691,1786371,190788110.0,51746200490.2,51746200490.2
2020-10-29,'600132,÷ÿ«Ï∆°æ∆,106.69,110.0,103.9,105.81,105.89,0.8,0.7555,0.4725,2286887,244647011.0,51634887114.6,51634887114.6
2020-10-28,'600132,÷ÿ«Ï∆°æ∆,105.89,107.77,103.33,103.95,103.69,2.2,2.1217,0.5959,2883909,305925922.0,51247710156.2,51247710156.2
2020-10-27,'600132,÷ÿ«Ï∆°æ∆,103.69,104.0,101.72,102.06,102.06,1.63,1.5971,0.4121,1994269,205540033.0,50182973520.6,50182973520.6
2020-10-26,'600132,÷ÿ«Ï∆°æ∆,102.06,103.94,96.0,97.44,99.87,2.19,2.1929,0.5543,2682845,269017165.0,49394100467.9,49394100467.9
2020-10-23,'600132,÷ÿ«Ï∆°æ∆,99.87,106.3,99.26,103.35,103.35,-3.48,-3.3672,0.4542,2198071,225279052.0,48334203544.3,48334203544.3
2020-10-22,'600132,÷ÿ«Ï∆°æ∆,103.35,104.79,99.88,103.79,103.92,-0.57,-0.5485,0.4563,2208162,226961529.0,50018423313.3,50018423313.3
2020-10-21,'600132,÷ÿ«Ï∆°æ∆,103.92,106.41,103.2,105.52,106.91,-2.99,-2.7967,0.3876,1875918,196034228.0,50294286896.2,50294286896.2
2020-10-20,'600132,÷ÿ«Ï∆°æ∆,106.91,107.0,103.06,104.71,103.0,3.91,3.7961,0.4286,2074356,219051792.0,51741360778.2,51741360778.2
2020-10-19,'600132,÷ÿ«Ï∆°æ∆,103.0,107.3,103.0,107.0,106.51,-3.51,-3.2955,0.3964,1918300,200816104.0,49849033394.0,49849033394.0
2020-10-16,'600132,÷ÿ«Ï∆°æ∆,106.51,109.66,104.99,108.4,106.95,-0.44,-0.4114,0.387,1872907,199924584.0,51547772299.0,51547772299.0
2020-10-15,'600132,÷ÿ«Ï∆°æ∆,106.95,108.23,105.09,108.0,106.92,0.03,0.0281,0.3701,1791109,191712018.0,51760719626.1,51760719626.1
2020-10-14,'600132,÷ÿ«Ï∆°æ∆,106.92,107.9,105.18,105.18,106.0,0.92,0.8679,0.4859,2351664,250685217.0,51746200490.2,51746200490.2
2020-10-13,'600132,÷ÿ«Ï∆°æ∆,106.0,108.59,105.38,106.81,105.8,0.2,0.189,0.4051,1960767,208951889.0,51300946988.0,51300946988.0
2020-10-12,'600132,÷ÿ«Ï∆°æ∆,105.8,107.58,102.06,103.06,102.86,2.94,2.8583,0.6785,3283534,346066677.0,51204152748.4,51204152748.4
2020-10-09,'600132,÷ÿ«Ï∆°æ∆,102.86,103.8,99.27,102.15,103.19,-0.33,-0.3198,0.9618,4655026,474493713.0,49781277426.3,49781277426.3
