日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-11-10,'000557,西部创业,5.22,5.3,5.2,5.3,5.33,-0.11,-2.0638,0.7391,10775500,56454707.3,7612716116.7,7610322553.56
2022-11-09,'000557,西部创业,5.33,5.41,5.25,5.28,5.28,0.05,0.947,0.8833,12878133,68760996.7,7773137337.55,7770693335.34
2022-11-08,'000557,西部创业,5.28,5.34,5.2,5.31,5.31,-0.03,-0.565,0.7495,10927738,57527873.84,7700218600.8,7697797525.44
2022-11-07,'000557,西部创业,5.31,5.41,5.27,5.38,5.35,-0.04,-0.7477,0.7248,10566284,56118316.96,7743969842.85,7741535011.38
2022-11-04,'000557,西部创业,5.35,5.5,5.25,5.25,5.28,0.07,1.3258,1.1053,16114349,86848229.77,7802304832.25,7799851659.3
2022-11-03,'000557,西部创业,5.28,5.37,5.17,5.2,5.24,0.04,0.7634,1.2709,18528424,98163226.99,7700218600.8,7697797525.44
2022-11-02,'000557,西部创业,5.24,5.3,5.13,5.18,5.1,0.14,2.7451,1.2345,17997489,94073223.94,7641883611.4,7639480877.52
2022-11-01,'000557,西部创业,5.1,5.12,4.97,5.02,5.01,0.09,1.7964,0.8658,12623263,63825650.44,7437711148.5,7435372609.8
2022-10-31,'000557,西部创业,5.01,5.18,4.98,5.12,5.18,-0.17,-3.2819,1.1036,16088963,81471638.46,7306457422.35,7304160151.98
2022-10-28,'000557,西部创业,5.18,5.38,5.17,5.25,5.26,-0.08,-1.5209,1.5193,22150311,116423970.83,7554381127.3,7552005905.64
2022-10-27,'000557,西部创业,5.26,5.34,5.05,5.05,5.06,0.2,3.9526,2.0138,29358854,153355948.08,7671051106.1,7668639201.48
2022-10-26,'000557,西部创业,5.06,5.12,4.98,4.99,4.95,0.11,2.2222,0.9256,13494824,68260684.96,7379376159.1,7377055961.88
2022-10-25,'000557,西部创业,4.95,5.02,4.87,5.0,5.0,-0.05,-1.0,0.8191,11941384,59026041.2,7218954938.25,7216685180.1
2022-10-24,'000557,西部创业,5.0,5.21,4.96,5.08,5.11,-0.11,-2.1526,1.117,16284868,82823506.76,7291873675.0,7289580990.0
2022-10-21,'000557,西部创业,5.11,5.22,5.06,5.1,5.08,0.03,0.5906,0.8634,12587608,64751034.2,7452294895.85,7449951771.78
2022-10-20,'000557,西部创业,5.08,5.15,5.03,5.12,5.14,-0.06,-1.1673,0.8557,12475502,63395275.16,7408543653.8,7406214285.84
2022-10-19,'000557,西部创业,5.14,5.22,5.01,5.07,5.09,0.05,0.9823,1.2265,17882049,91623497.53,7496046137.9,7493689257.72
2022-10-18,'000557,西部创业,5.09,5.14,4.95,5.03,5.0,0.09,1.8,1.1584,16889180,85719484.41,7423127401.15,7420793447.82
2022-10-17,'000557,西部创业,5.0,5.01,4.82,4.88,4.88,0.12,2.459,1.0461,15250938,75259377.3,7291873675.0,7289580990.0
2022-10-14,'000557,西部创业,4.88,4.9,4.78,4.8,4.72,0.16,3.3898,1.0068,14678419,71215838.24,7116868706.8,7114631046.24
2022-10-13,'000557,西部创业,4.72,4.86,4.72,4.85,4.86,-0.14,-2.8807,0.7789,11355586,54175043.76,6883528749.2,6881364454.56
2022-10-12,'000557,西部创业,4.86,4.87,4.64,4.8,4.8,0.06,1.25,0.9476,13815393,65531672.82,7087701212.1,7085472722.28
2022-10-11,'000557,西部创业,4.8,4.92,4.75,4.86,4.84,-0.04,-0.8264,0.6076,8858200,42672793.0,7000198728.0,6997997750.4
2022-10-10,'000557,西部创业,4.84,5.06,4.76,4.87,4.84,0.0,0.0,1.0766,15695354,77442071.96,7058533717.4,7056314398.32
2022-09-30,'000557,西部创业,4.84,4.9,4.8,4.88,4.86,-0.02,-0.4115,0.5805,8463600,41111655.0,7058533717.4,7056314398.32
2022-09-29,'000557,西部创业,4.86,5.09,4.82,5.06,4.98,-0.12,-2.4096,1.0659,15539623,76397301.23,7087701212.1,7085472722.28
2022-09-28,'000557,西部创业,4.98,5.23,4.98,5.21,5.23,-0.25,-4.7801,1.2309,17945356,90709854.62,7262706180.3,7260422666.04
2022-09-27,'000557,西部创业,5.23,5.24,4.99,5.02,5.04,0.19,3.7698,1.1384,16597009,85308954.02,7627299864.05,7624901715.54
2022-09-26,'000557,西部创业,5.04,5.22,5.03,5.13,5.14,-0.1,-1.9455,1.0275,14980140,76597145.6,7350208664.4,7347897637.92
2022-09-23,'000557,西部创业,5.14,5.35,5.09,5.25,5.22,-0.08,-1.5326,1.0283,14991984,77640494.44,7496046137.9,7493689257.72
2022-09-22,'000557,西部创业,5.22,5.27,5.15,5.2,5.26,-0.04,-0.7605,0.9893,14422758,75377926.18,7612716116.7,7610322553.56
2022-09-21,'000557,西部创业,5.26,5.29,5.0,5.08,5.12,0.14,2.7344,1.4268,20801776,108054328.24,7671051106.1,7668639201.48
2022-09-20,'000557,西部创业,5.12,5.22,5.11,5.14,5.12,0.0,0.0,0.957,13952539,71913048.87,7466878643.2,7464530933.76
2022-09-19,'000557,西部创业,5.12,5.21,5.04,5.06,5.07,0.05,0.9862,1.1558,16851244,86350034.4,7466878643.2,7464530933.76
2022-09-16,'000557,西部创业,5.07,5.26,5.06,5.23,5.23,-0.16,-3.0593,1.367,19930015,102464177.68,7393959906.45,7391635123.86
2022-09-15,'000557,西部创业,5.23,5.39,5.11,5.37,5.38,-0.15,-2.7881,2.2189,32350411,169017422.96,7627299864.05,7624901715.54
2022-09-14,'000557,西部创业,5.38,5.52,5.29,5.35,5.48,-0.1,-1.8248,2.1051,30690673,165774975.63,7846056074.3,7843589145.24
2022-09-13,'000557,西部创业,5.48,5.78,5.4,5.49,5.54,-0.06,-1.083,3.1694,46206960,257675092.38,7991893547.8,7989380765.04
2022-09-09,'000557,西部创业,5.54,5.89,5.51,5.7,5.8,-0.26,-4.4828,3.6234,52826196,297759723.64,8079396031.9,8076855736.92
2022-09-08,'000557,西部创业,5.8,5.8,5.28,5.41,5.44,0.36,6.6176,4.4428,64772423,358982563.33,8458573463.0,8455913948.4
2022-09-07,'000557,西部创业,5.44,5.75,5.42,5.56,5.63,-0.19,-3.3748,3.587,52295621,289043317.26,7933558558.4,7931064117.12
2022-09-06,'000557,西部创业,5.63,5.74,5.41,5.58,5.57,0.06,1.0772,4.078,59453997,332723635.72,8210649758.05,8208068194.74
2022-09-05,'000557,西部创业,5.57,5.79,5.46,5.5,5.43,0.14,2.5783,5.8014,84580102,474731846.9,8123147273.95,8120593222.86
2022-09-02,'000557,西部创业,5.43,5.79,5.25,5.61,5.48,-0.05,-0.9124,5.9653,86968643,474027009.57,7918974811.05,7916484955.14
2022-09-01,'000557,西部创业,5.48,5.48,5.01,5.02,4.98,0.5,10.0402,3.8404,55989592,296562662.04,7991893547.8,7989380765.04
2022-08-31,'000557,西部创业,4.98,5.35,4.97,5.3,5.42,-0.44,-8.1181,4.9546,72234536,367871486.65,7262706180.3,7260422666.04
2022-08-30,'000557,西部创业,5.42,5.57,5.15,5.26,5.63,-0.21,-3.73,7.3031,106472742,571602531.78,7904391063.7,7901905793.16
2022-08-29,'000557,西部创业,5.63,6.26,5.63,6.26,6.26,-0.63,-10.0639,8.6168,125626016,735184354.5,8210649758.05,8208068194.74
2022-08-26,'000557,西部创业,6.26,6.26,6.08,6.26,5.69,0.57,10.0176,3.7324,54415707,340224843.82,9129425841.1,9126555399.48
2022-08-25,'000557,西部创业,5.69,5.69,5.45,5.58,5.17,0.52,10.058,2.8147,41035811,230167407.39,8298152242.15,8295543166.62
2022-08-24,'000557,西部创业,5.17,5.17,4.82,4.98,4.7,0.47,10.0,5.0159,73127078,372702515.88,7539797379.95,7537426743.66
2022-08-23,'000557,西部创业,4.7,4.83,4.48,4.52,4.51,0.19,4.2129,1.7117,24954439,116569802.87,6854361254.5,6852206130.6
2022-08-22,'000557,西部创业,4.51,4.52,4.44,4.46,4.48,0.03,0.6696,0.5536,8070501,36186512.66,6577270054.85,6575202052.98
2022-08-19,'000557,西部创业,4.48,4.55,4.43,4.44,4.44,0.04,0.9009,0.8627,12577315,56515907.7,6533518812.8,6531464567.04
2022-08-18,'000557,西部创业,4.44,4.58,4.42,4.48,4.52,-0.08,-1.7699,1.2563,18316100,82105116.96,6475183823.4,6473147919.12
2022-08-17,'000557,西部创业,4.52,4.58,4.45,4.55,4.54,-0.02,-0.4405,0.9153,13344580,60042144.8,6591853802.2,6589781214.96
2022-08-16,'000557,西部创业,4.54,4.55,4.45,4.46,4.46,0.08,1.7937,0.794,11576241,52159283.63,6621021296.9,6618939538.92
2022-08-15,'000557,西部创业,4.46,4.5,4.42,4.44,4.45,0.01,0.2247,0.5182,7554583,33661033.04,6504351318.1,6502306243.08
2022-08-12,'000557,西部创业,4.45,4.47,4.39,4.43,4.43,0.02,0.4515,0.4032,5878780,26106959.2,6489767570.75,6487727081.1
2022-08-11,'000557,西部创业,4.43,4.46,4.33,4.33,4.32,0.11,2.5463,0.8504,12397931,54833788.38,6460600076.05,6458568757.14
2022-08-10,'000557,西部创业,4.32,4.37,4.28,4.36,4.35,-0.03,-0.6897,0.5611,8180333,35213948.9,6300178855.2,6298197975.36
2022-08-09,'000557,西部创业,4.35,4.47,4.26,4.32,4.3,0.05,1.1628,0.9873,14393511,62742965.79,6343930097.25,6341935461.3
2022-08-08,'000557,西部创业,4.3,4.35,4.26,4.34,4.33,-0.03,-0.6928,0.4546,6627285,28446969.01,6271011360.5,6269039651.4
2022-08-05,'000557,西部创业,4.33,4.36,4.27,4.32,4.33,0.0,0.0,0.4515,6583009,28437566.17,6314762602.55,6312777137.34
2022-08-04,'000557,西部创业,4.33,4.34,4.22,4.23,4.21,0.12,2.8504,0.6099,8892500,38062310.0,6314762602.55,6312777137.34
2022-08-03,'000557,西部创业,4.21,4.39,4.17,4.3,4.3,-0.09,-2.093,0.9728,14182502,60932705.77,6139757634.35,6137827193.58
2022-08-02,'000557,西部创业,4.3,4.55,4.2,4.55,4.57,-0.27,-5.9081,1.2824,18696265,80847940.42,6271011360.5,6269039651.4
2022-08-01,'000557,西部创业,4.57,4.65,4.56,4.6,4.63,-0.06,-1.2959,0.631,9200044,42232871.74,6664772538.95,6662677024.86
2022-07-29,'000557,西部创业,4.63,4.75,4.58,4.6,4.61,0.02,0.4338,0.8161,11898676,55527145.4,6752275023.05,6750151996.74
2022-07-28,'000557,西部创业,4.61,4.67,4.59,4.67,4.64,-0.03,-0.6466,0.7986,11642810,53844249.1,6723107528.35,6720993672.78
2022-07-27,'000557,西部创业,4.64,4.72,4.62,4.72,4.68,-0.04,-0.8547,0.6347,9253836,43120271.76,6766858770.4,6764731158.72
2022-07-26,'000557,西部创业,4.68,4.72,4.62,4.72,4.67,0.01,0.2141,0.534,7785076,36268814.12,6825193759.8,6823047806.64
2022-07-25,'000557,西部创业,4.67,4.86,4.63,4.84,4.85,-0.18,-3.7113,1.0884,15867280,74802155.82,6810610012.45,6808468644.66
2022-07-22,'000557,西部创业,4.85,4.93,4.78,4.89,4.89,-0.04,-0.818,0.9309,13571068,65754982.88,7073117464.75,7070893560.3
2022-07-21,'000557,西部创业,4.89,4.96,4.83,4.88,4.86,0.03,0.6173,1.0866,15841876,77703557.68,7131452454.15,7129210208.22
2022-07-20,'000557,西部创业,4.86,4.91,4.77,4.88,4.89,-0.03,-0.6135,1.1627,16950865,81786695.42,7087701212.1,7085472722.28
2022-07-19,'000557,西部创业,4.89,5.1,4.74,4.8,4.77,0.12,2.5157,2.1739,31693671,154902405.16,7131452454.15,7129210208.22
2022-07-18,'000557,西部创业,4.77,4.84,4.6,4.6,4.65,0.12,2.5806,1.2149,17712326,84341485.45,6956447485.95,6954260264.46
2022-07-15,'000557,西部创业,4.65,4.71,4.49,4.56,4.58,0.07,1.5284,1.0235,14921672,68769023.38,6781442517.75,6779310320.7
2022-07-14,'000557,西部创业,4.58,4.73,4.56,4.73,4.73,-0.15,-3.1712,0.8818,12855800,59250885.0,6679356286.3,6677256186.84
2022-07-13,'000557,西部创业,4.73,4.75,4.61,4.75,4.7,0.03,0.6383,0.7899,11516460,53979685.6,6898112496.55,6895943616.54
2022-07-12,'000557,西部创业,4.7,4.84,4.6,4.63,4.66,0.04,0.8584,1.1519,16793927,79407027.55,6854361254.5,6852206130.6
2022-07-11,'000557,西部创业,4.66,4.72,4.53,4.61,4.61,0.05,1.0846,0.6919,10087526,46733336.94,6796026265.1,6793889482.68
2022-07-08,'000557,西部创业,4.61,4.73,4.6,4.66,4.62,-0.01,-0.2165,0.4291,6255780,29073417.0,6723107528.35,6720993672.78
2022-07-07,'000557,西部创业,4.62,4.68,4.58,4.64,4.6,0.02,0.4348,0.5008,7301002,33889901.06,6737691275.7,6735572834.76
