日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2022-11-10,'603369,今世缘,41.53,41.77,40.47,40.48,40.87,0.66,1.6149,0.334,4190489,173195316.0,52099385000.0,52099385000.0
2022-11-09,'603369,今世缘,40.87,41.98,40.75,41.67,41.79,-0.92,-2.2015,0.4126,5175554,212648964.0,51271415000.0,51271415000.0
2022-11-08,'603369,今世缘,41.79,42.4,41.4,42.0,41.91,-0.12,-0.2863,0.3698,4639239,193745307.0,52425555000.0,52425555000.0
2022-11-07,'603369,今世缘,41.91,42.03,41.0,41.1,41.61,0.3,0.721,0.4509,5656517,235121117.0,52576095000.0,52576095000.0
2022-11-04,'603369,今世缘,41.61,42.09,39.56,39.74,39.74,1.87,4.7056,0.8295,10406013,429592677.0,52199745000.0,52199745000.0
2022-11-03,'603369,今世缘,39.74,40.3,39.26,39.8,40.21,-0.47,-1.1689,0.568,7125804,283293633.0,49853830000.0,49853830000.0
2022-11-02,'603369,今世缘,40.21,40.76,39.01,39.12,39.35,0.86,2.1855,0.8156,10231938,408589265.0,50443445000.0,50443445000.0
2022-11-01,'603369,今世缘,39.35,39.47,37.39,37.63,37.38,1.97,5.2702,0.9308,11676383,451596860.0,49364575000.0,49364575000.0
2022-10-31,'603369,今世缘,37.38,37.85,36.68,37.5,37.68,-0.3,-0.7962,0.5339,6698010,250629638.0,46893210000.0,46893210000.0
2022-10-28,'603369,今世缘,37.68,38.68,37.6,38.01,38.23,-0.55,-1.4387,0.7037,8827512,335699414.0,47269560000.0,47269560000.0
2022-10-27,'603369,今世缘,38.23,40.18,38.2,39.67,39.67,-1.44,-3.6299,0.8798,11037599,428616260.0,47959535000.0,47959535000.0
2022-10-26,'603369,今世缘,39.67,40.38,39.21,39.84,39.26,0.41,1.0443,0.7715,9678342,384940503.0,49766015000.0,49766015000.0
2022-10-25,'603369,今世缘,39.26,39.95,38.38,39.25,39.62,-0.36,-0.9086,0.8335,10456274,408576832.0,49251670000.0,49251670000.0
2022-10-24,'603369,今世缘,39.62,41.9,39.4,41.9,41.9,-2.28,-5.4415,1.0091,12659717,508599473.0,49703290000.0,49703290000.0
2022-10-21,'603369,今世缘,41.9,42.77,41.5,42.66,42.65,-0.75,-1.7585,0.4948,6206993,261276760.0,52563550000.0,52563550000.0
2022-10-20,'603369,今世缘,42.65,43.08,41.8,41.96,42.24,0.41,0.9706,0.4311,5407981,229896152.0,53504425000.0,53504425000.0
2022-10-19,'603369,今世缘,42.24,43.35,42.13,43.17,43.55,-1.31,-3.008,0.6661,8356830,355306892.0,52990080000.0,52990080000.0
2022-10-18,'603369,今世缘,43.55,44.48,43.42,44.38,44.02,-0.47,-1.0677,0.4385,5501556,240697271.0,54633475000.0,54633475000.0
2022-10-17,'603369,今世缘,44.02,44.86,43.87,44.54,44.8,-0.78,-1.7411,0.4699,5895417,260228309.0,55223090000.0,55223090000.0
2022-10-14,'603369,今世缘,44.8,45.0,43.91,44.0,43.68,1.12,2.5641,0.5238,6570784,293298473.0,56201600000.0,56201600000.0
2022-10-13,'603369,今世缘,43.68,44.95,43.42,43.95,43.83,-0.15,-0.3422,0.5687,7134017,314744800.0,54796560000.0,54796560000.0
2022-10-12,'603369,今世缘,43.83,44.6,42.7,44.6,44.32,-0.49,-1.1056,0.6456,8099591,351553587.0,54984735000.0,54984735000.0
2022-10-11,'603369,今世缘,44.32,44.66,42.5,44.3,43.87,0.45,1.0258,0.6009,7537747,330407371.0,55599440000.0,55599440000.0
